"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003229602","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 総計","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229603","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 入院・入院外","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229604","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 歯科","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229605","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 調剤","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229606","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 食事・生活療養","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229607","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 入院+食事・生活療養（医科）","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229608","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 入院外+調剤","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003229609","00450389","1","統計表 第１表　 年齢階級別、診療種類別、制度別、件数、日数（回数）、点数（金額） 歯科+食事・生活療養（歯科）","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234748","00450389","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 入院","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234749","00450389","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 入院外","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234750","00450389","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 歯科","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234751","00450389","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 調剤","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234752","00450389","1","データベース データベース１　 性別、年齢階級別、診療種類別、制度別、件数、日数（回数）、医療費　（第１表の詳細版） 食事・生活療養","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234753","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 制度・計","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234754","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 協会（一般）・計","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234755","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 協会（一般）・被保険者","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234756","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 協会（一般）・被扶養者","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234757","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 組合健保・計","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234758","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 組合健保・被保険者","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
"0003234759","00450389","2","データベース データベース２　 性別、年齢階級別、疾病分類別、制度別、件数、日数（回数）、医療費　入院　（第４表の詳細版） 組合健保・被扶養者","医療給付実態調査","報告書","年度次","201504-201603","2024-09-13"
