"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003358414","00100102","15～24歳 Q1　性別　性別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358415","00100102","15～24歳 Q1　性別　年齢","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358416","00100102","15～24歳 Q1　性別　年齢群","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358417","00100102","15～24歳 Q1　性別　性別×年齢群","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358418","00100102","15～24歳 Q1　性別　在学・卒業の別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358419","00100102","15～24歳 Q1　性別　学校の種別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358420","00100102","15～24歳 Q1　性別　性別×学校の種別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358421","00100102","15～24歳 Q1　性別　兄弟の有無","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358422","00100102","15～24歳 Q1　性別　未既婚","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358423","00100102","15～24歳 Q1　性別　世帯構成","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358424","00100102","15～24歳 Q1　性別　本人の就労状況","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358425","00100102","15～24歳 Q1　性別　性別×本人の就労状況","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358426","00100102","15～24歳 Q1　性別　現在の職業","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358427","00100102","15～24歳 Q1　性別　現在の職業(大区分)","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358428","00100102","15～24歳 Q1　性別　都市規模別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358429","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　性別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358430","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　年齢","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358431","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　年齢群","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358432","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　性別×年齢群","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358433","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　在学・卒業の別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358434","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　学校の種別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358435","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　性別×学校の種別","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358436","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　兄弟の有無","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358437","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　未既婚","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358438","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　世帯構成","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358439","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　本人の就労状況","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358440","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　性別×本人の就労状況","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
"0003358441","00100102","15～24歳 Q2　あなたは，今，何歳ですか。　現在の職業","青少年の意識と生活に関する調査","15～24歳に対する質問項目","年度次","200004-200103","2020-02-11"
