"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004026840","00450027","1","調理師 就業調理師数，就業場所・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026841","00450027","1","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師・准看護師数及び率（人口１０万対），都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026940","00450027","1","あん摩マッサージ指圧・はり・きゅう・柔道整復 就業あん摩マッサージ指圧師・はり師・きゅう師，目が見える者―目が見えない者別；柔道整復師数及び率（人口１０万対），都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026962","00450027","1","歯科衛生士・歯科技工士・歯科技工所 就業歯科衛生士数，就業場所・性・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026945","00450027","10","保健師・助産師・看護師・准看護師 就業看護師数，性・雇用形態・就業場所別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026947","00450027","11","保健師・助産師・看護師・准看護師 就業准看護師数，実人員－常勤換算・就業場所・性・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026949","00450027","12","保健師・助産師・看護師・准看護師 就業准看護師数，実人員－常勤換算・就業場所・都道府県・性別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026950","00450027","13","保健師・助産師・看護師・准看護師 就業准看護師数，性・雇用形態・就業場所別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026953","00450027","14","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師・准看護師数，従事期間・従事開始の理由・性・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026954","00450027","15","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026956","00450027","16","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026957","00450027","17","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），特定行為区分・領域別パッケージ研修・就業場所別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026852","00450027","2","保健師・助産師・看護師・准看護師 就業保健師数，実人員－常勤換算・就業場所・性・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026951","00450027","2","あん摩マッサージ指圧・はり・きゅう・柔道整復 あん摩マッサージ及び指圧・はり・きゅう並びに柔道整復の施術所数，業務の種類・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026973","00450027","2","歯科衛生士・歯科技工士・歯科技工所 就業歯科衛生士数，就業場所・性・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026874","00450027","3","保健師・助産師・看護師・准看護師 就業保健師数，実人員－常勤換算・就業場所・都道府県・性別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026984","00450027","3","歯科衛生士・歯科技工士・歯科技工所 就業歯科技工士数，就業場所・性・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026885","00450027","4","保健師・助産師・看護師・准看護師 就業保健師数，性・雇用形態・就業場所別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026995","00450027","4","歯科衛生士・歯科技工士・歯科技工所 就業歯科技工士数，就業場所・性・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026907","00450027","5","保健師・助産師・看護師・准看護師 就業助産師数，実人員－常勤換算・就業場所・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004027006","00450027","5","歯科衛生士・歯科技工士・歯科技工所 就業歯科衛生士・歯科技工士数及び率（人口１０万対），都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026929","00450027","6","保健師・助産師・看護師・准看護師 就業助産師数，実人員－常勤換算・就業場所・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004027017","00450027","6","歯科衛生士・歯科技工士・歯科技工所 歯科技工所数，業務に従事する者数・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026939","00450027","7","保健師・助産師・看護師・准看護師 就業助産師数，雇用形態・就業場所別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026942","00450027","8","保健師・助産師・看護師・准看護師 就業看護師数，実人員－常勤換算・就業場所・性・年齢階級別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026944","00450027","9","保健師・助産師・看護師・准看護師 就業看護師数，実人員－常勤換算・就業場所・都道府県・性別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026946","00450027","E10","保健師・助産師・看護師・准看護師 就業看護師数，雇用形態・就業場所・都道府県・性別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026948","00450027","E11","保健師・助産師・看護師・准看護師 就業准看護師数，性・年齢階級・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026952","00450027","E13","保健師・助産師・看護師・准看護師 就業准看護師数，雇用形態・就業場所・都道府県・性別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026955","00450027","E15","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・年齢階級・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026958","00450027","E17","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），特定行為区分・領域別パッケージ研修・就業場所・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026863","00450027","E2","保健師・助産師・看護師・准看護師 就業保健師数，性・免許の種別・年齢階級・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026896","00450027","E4","保健師・助産師・看護師・准看護師 就業保健師数，雇用形態・就業場所・都道府県・性別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026918","00450027","E5","保健師・助産師・看護師・准看護師 就業助産師数，免許の種別・年齢階級・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026941","00450027","E7","保健師・助産師・看護師・准看護師 就業助産師数，雇用形態・就業場所・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026943","00450027","E8","保健師・助産師・看護師・准看護師 就業看護師数，性・免許の種別・年齢階級・都道府県別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026959","00450027","F11","付表 就業医療関係者数，年次別","衛生行政報告例","衛生行政報告例","隔年報","年次","202001-202012","2025-03-27"
"0004026865","00450027","1","医療 医療法第25条の規定に基づく立入検査延件数・処分・告発件数・新規開設に伴う使用許可件数・構造設備の変更に伴う使用許可件数，施設の種類別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026881","00450027","1","母体保護 不妊手術件数，年齢階級・性・事由別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026890","00450027","1","難病・小児慢性特定疾病 特定医療費（指定難病）受給者証所持者数，年齢階級・対象疾患別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026960","00450027","1","精神保健福祉 精神障害者申請・通報・届出及び移送の状況，申請通報届出経路・処理状況・都道府県－指定都市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026981","00450027","1","栄養 栄養士免許交付数，都道府県別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026989","00450027","1","衛生検査 地方衛生研究所における衛生検査件数，依頼経路・検査の種類別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027018","00450027","1","食品衛生 許可を要する食品関係営業施設数・許可・廃業施設数・処分・告発件数・調査・監視指導施設数，営業の種類別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026859","00450027","1-1","乳肉衛生 乳の収去試験状況，収去件数・乳の種類・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026870","00450027","1-1","薬事 薬局数，都道府県別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026906","00450027","1-1","狂犬病予防 犬の予防注射済票交付数，都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026994","00450027","1-1","生活衛生 特定建築物施設数・管理技術者選任建築物数・立入検査等回数，建築物の種類別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026871","00450027","1-2","薬事 無薬局町村数・登録販売者数，都道府県別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026908","00450027","1-2","狂犬病予防 犬の登録申請数・登録頭数・徘徊犬の抑留及び返還頭数・犬の死亡届出件数，都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026996","00450027","1-2","生活衛生 特定建築物に係る立入検査等調査項目・調査件数－不適件数，建築物の種類別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027165","00450027","1-2","乳肉衛生 乳の収去試験状況，試験場所・乳の種類・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027166","00450027","1-3","乳肉衛生 乳の収去試験状況，試験の内容・乳の種類・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026862","00450027","1-4","乳肉衛生 乳の収去試験状況，不適理由・乳の種類・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026902","00450027","10","難病・小児慢性特定疾病 小児慢性特定疾病医療における支給認定件数，所得区分・医療区分別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027011","00450027","10","生活衛生 理容－美容所の施設数・従業理容－美容師数・施設の使用確認件数・閉鎖命令件数，都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026844","00450027","10-1","食品衛生 食品等の収去試験状況，収去件数・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027161","00450027","10-2","食品衛生 食品等の収去試験状況，試験場所・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027162","00450027","10-3","食品衛生 食品等の収去試験状況，試験の内容・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026847","00450027","10-4","食品衛生 食品等の収去試験状況，不良理由・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026848","00450027","11","食品衛生 環境衛生及び食品衛生関係職員数，専従者－兼務者・職名・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026903","00450027","11","難病・小児慢性特定疾病 小児慢性特定疾病医療における支給認定件数，医療区分・所得区分・都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027012","00450027","11-1","生活衛生 クリ－ニング師免許交付・取消件数，都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027013","00450027","11-2","生活衛生 クリーニング所施設数・無店舗取次店営業者数、従事クリーニング師数、使用確認件数，都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004027014","00450027","11-3","生活衛生 クリーニング所・無店舗取次店、処分件数，都道府県－指定都市－中核市（再掲）別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
"0004026849","00450027","12","食品衛生 環境衛生及び食品衛生関係職員数，免許・学歴等・専従者－兼務者・職名別","衛生行政報告例","衛生行政報告例","年度報","年度次","202004-202103","2025-03-27"
