"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003348347","00450191","1","食中毒事件・患者・死者数，原因食品・都道府県－保健所設置市及び特別区（再掲）別","食中毒統計調査","年次",0,"2019-10-29"
"0003355273","00450191","10","食中毒事件・患者・死者数，発病月・都道府県－保健所設置市及び特別区（再掲）別","食中毒統計調査","年次",0,"2019-10-29"
"0003355274","00450191","11","食中毒事件・患者・死者数，月・原因食品別","食中毒統計調査","年次",0,"2019-10-29"
"0003355275","00450191","12","食中毒事件・患者・死者数，月・病因物質別","食中毒統計調査","年次",0,"2019-10-29"
"0003348439","00450191","13","食中毒患者・死者数，性・年齢階級・原因食品別","食中毒統計調査","年次",0,"2019-10-29"
"0003348440","00450191","14","食中毒患者・死者数，性・年齢階級・病因物質別","食中毒統計調査","年次",0,"2019-10-29"
"0003348441","00450191","15","食中毒患者・死者数，性・年齢階級・摂取場所別","食中毒統計調査","年次",0,"2019-10-29"
"0003348442","00450191","16","食中毒事件・患者・死者数，患者規模・病因物質別","食中毒統計調査","年次",0,"2019-10-29"
"0003348443","00450191","17","食中毒患者・摂取者数・発病率，病因物質・原因食品別","食中毒統計調査","年次",0,"2019-10-29"
"0003348348","00450191","2","食中毒事件・患者・死者数，病因物質・都道府県－保健所設置市及び特別区（再掲）別","食中毒統計調査","年次",0,"2019-10-29"
"0003348349","00450191","3","食中毒事件・患者・死者数，原因施設・都道府県－保健所設置市及び特別区（再掲）別","食中毒統計調査","年次",0,"2019-10-29"
"0003348430","00450191","4","食中毒事件・患者・死者数，病因物質・原因食品別","食中毒統計調査","年次",0,"2019-10-29"
"0003348431","00450191","5","食中毒事件・患者・死者数，病因物質・原因施設別","食中毒統計調査","年次",0,"2019-10-29"
"0003348432","00450191","6","食中毒事件・患者・死者数，原因施設・原因食品別","食中毒統計調査","年次",0,"2019-10-29"
"0003348433","00450191","7","食中毒事件・患者・死者数，摂取場所・原因食品別","食中毒統計調査","年次",0,"2019-10-29"
"0003348434","00450191","8","食中毒事件・患者・死者数，摂取場所・病因物質別","食中毒統計調査","年次",0,"2019-10-29"
"0003348435","00450191","9","食中毒事件・患者・死者数，摂取場所・原因施設別","食中毒統計調査","年次",0,"2019-10-29"
