"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003370230","00350110","1","組合別診療状況","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370239","00350110","10","組合別一部負担金額階級別件数、診療日数、一部負担金額","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370240","00350110","11","病類別一部負担金額階級別件数、診療日数、一部負担金額","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370241","00350110","12","組合別入院時食事・生活療養費（決定額）階級別件数、回数、入院時食事・生活療養費（決定額）、標準負担額","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370242","00350110","13","病類別入院時食事・生活療養費（決定額）階級別件数、回数、入院時食事・生活療養費（決定額）、標準負担額","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370243","00350110","14","高額療養費標準報酬内訳","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370244","00350110","15","標準報酬等級別件数、日数、点数","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370231","00350110","2","組合別診療状況（諸率）","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370232","00350110","3","医療機関別診療状況","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370233","00350110","4","医療機関別診療状況（諸率）","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370234","00350110","5","組合別医療機関別請求書の審査所要月数別件数、点数","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370235","00350110","6","病類別年齢階級別件数、日数、点数","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370236","00350110","7","病類別療養期間別件数、日数、点数","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370237","00350110","8","組合別点数階級別件数、日数、点数","医療状況実態統計調査","集計表","-",0,"2019-12-07"
"0003370238","00350110","9","病類別点数階級別件数、日数、点数","医療状況実態統計調査","集計表","-",0,"2019-12-07"
