"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004018461","00450322","0-1","１　性別","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018472","00450322","0-2","２　年齢分布","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018483","00450322","1","問１　寝ている場所はだいたいいつも決まっていますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018494","00450322","1-1","問1-1　問１で「1.一定の場所で決まっている」と答えた方について、具体的にはどこですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018505","00450322","1-2","問1-2　問１で「2.決まっていない」と答えた方について、寝ている場所を変更する理由は、どうしてですか。1つ選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018473","00450322","10","問10　初めて路上（野宿）生活をする前に、住んでいたのはどこですか。１つ選んでください。（路上（野宿）生活中に一時的に泊まったところは除く。路上（野宿）生活が多くなる前の住居）","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018474","00450322","11","問11　初めて路上（野宿）生活をするすぐ前に、住んでいた地域はどこですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018475","00450322","12","問12　これまで一番長くやっていた仕事は何ですか。（主な仕事）","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018476","00450322","12-1","問12-1　問12で「01」～「12」と答えた方について、その仕事をしているときは、どのような立場で働いていましたか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018477","00450322","13","問13　これまで一番長く仕事を行っていた際に、住んでいたのはどこですか。１つ選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018478","00450322","14","問14　これまで一番長く仕事を行っていた際に、住んでいた地域はどこですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018479","00450322","15","問15　今回の路上（野宿）生活をするようになった主な理由は何ですか。あてはまるものをすべて選んで下さい。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018480","00450322","16","問16　現在の路上（野宿）生活場所にくる前に、別の場所で路上（野宿）生活をしていたことがありますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018481","00450322","16-1","問16-1　問16で「1.ある」と答えた方について、その場所はどこですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018482","00450322","17","問17　現在路上生活をしているこの市区町村に来た主な理由は何ですか。あてはまるものをすべて選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018484","00450322","17-1","また、特にあてはまるものに◎をつけてください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018485","00450322","18","問18　これまでに東京・山谷、横浜・寿町、大阪・釜ヶ崎、名古屋・笹島などで、仕事をしたり仕事を探したことがありますか。あてはまるものをすべて選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018486","00450322","19","問19　現在、健康状態はどうですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018487","00450322","19-1","問19-1　問19で「2.悪い」と答えた方について、どのような対処をしていますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018516","00450322","2","問２　どのようにして寝（野宿）場所を作っていますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018488","00450322","20","問20　路上（野宿）生活している間（路上（野宿）生活の長い方はここ１年以内）で、次のような症状がありましたか。あてはまるものをすべて選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018489","00450322","21","問21　路上（野宿）生活をしてから、次のような病気であると診断されたことがありますか。あてはまるものをすべて選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018490","00450322","22","問22　路上（野宿）生活をする前から、次のような病気であると診断されたことがありますか。あてはまるものをすべて選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018491","00450322","23","問23　路上（野宿）生活をしてから、入院したことはありますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018492","00450322","24","問24　身体障害者手帳や療育手帳（愛の手帳）、精神障害者保健福祉手帳など障害者の手帳を持っていますか。または持っていましたか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018493","00450322","25","問25　巡回相談員に会ったことはありますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018495","00450322","25-1","問25-1　問25で「1.会ったことがあり、相談した」または「2．会ったことはあるが、相談したことはない」と答えた方について、どのくらいの頻度で巡回してきますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018496","00450322","25-2","問25-2　問25で「1.会ったことがあり、相談した」または「2．会ったことはあるが、相談したことはない」と答えた方について、ここ1年で、以前と比べて相談員は頻繁に巡回するようになったと思いますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018497","00450322","25-3","問25-3　問25で「1.会ったことがあり、相談した」と答えた方について、どういう相談をしましたか。あてはまるものをすべて選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018498","00450322","25-4","問25-4　問25で「1.会ったことがあり、相談した」または「2．会ったことはあるが、相談したことはない」と　答えた方について、その際に自立支援センターやシェルター等の利用を勧められましたか。1つ選んでください。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018499","00450322","26","問26　緊急的な一時宿泊場所としてシェルターがありますが、この施設の内容を知っていますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018500","00450322","26-1","問26-1　問26で「2.知っているが、利用したことはない」と答えた方について、今後シェルターを利用したいと思いますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018501","00450322","27","問27　一定期間入所して、食事、健康管理、生活相談や職業相談を受け、就労による自立をするための施設（自立支援センター）がありますが、この施設の内容を知っていますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018502","00450322","27-1","問27-1　問27で「1.知っており、利用したことがある」と答えた方について、退所から路上生活に戻るまでの期間はどのくらいでしたか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018503","00450322","27-2","問27-2　問27で「1.知っており、利用したことがある」と答えた方について、退所理由は何ですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018504","00450322","27-3","問27-3　問27-2で「1. 会社の寮、住み込み等による就労退所」または「2．アパートを確保しての就労退所」と答えた方について、路上生活に戻った主な理由は何ですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018506","00450322","27-4","問27-4　問27で「2.知っているが、利用したことはない」と答えた方について、今後自立支援センターを利用したいと思いますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018507","00450322","28","問28　これまで福祉事務所等の公的機関に相談に行ったことがありますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018508","00450322","28-1","問28-1　問28で「1.ある」と答えた方について、どういう相談をしましたか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018509","00450322","29","問29　これまで生活保護制度を利用したことがありますか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018510","00450322","29-1","問29-1　問29で「1.ある」と答えた方の利用の方法は次のどれでしたか。あてはまるものをすべて選んで下さい。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018511","00450322","29-2","表29-2　問29-2　問29で「4. ない」と答えた方について、それはなぜですか。","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
"0004018527","00450322","3","問3　今回の路上（野宿）生活をするようになって、どのくらいたちますか。（昔のことは除く）","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01"
