"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0002107357","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率，年次別","国民医療費","年度次",,"2025-02-07"
"0003353773","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","国民医療費","年度次",,"2022-03-01"
"0003423373","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","国民医療費","年度次",,"2022-03-01"
"0003423374","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","国民医療費","年度次",,"2022-03-01"
"0003446578","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","国民医療費","年度次",,"2022-03-01"
"0004003440","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","国民医療費","年度次",,"2023-03-23"
"0004011920","00450032","1","国民医療費・人口一人当たり国民医療費・対国内総生産比率・対国民所得比率，年次別","国民医療費","年度次",,"2024-02-29"
"0003378213","00450032","10","医科診療医療費・構成割合・人口一人当たり医科診療医療費，年次・入院－入院外・年齢階級別","国民医療費","年度次",,"2025-02-07"
"0003353923","00450032","11","歯科診療医療費・構成割合・人口一人当たり歯科診療医療費，年次・年齢階級別","国民医療費","年度次",,"2025-02-07"
"0003355133","00450032","12","薬局調剤医療費・構成割合・人口一人当たり薬局調剤医療費，年次・年齢階級別","国民医療費","年度次",,"2025-02-07"
"0003353792","00450032","13","医科診療医療費及び構成割合，入院－入院外・年齢階級・傷病分類・年次別","国民医療費","年度次",,"2025-02-07"
"0003355135","00450032","15","医科診療医療費及び構成割合，入院－入院外・年齢階級・傷病分類・性別","国民医療費","年度次",,"2025-02-07"
"0003356095","00450032","17","国民医療費・人口一人当たり国民医療費，診療種類・都道府県別","国民医療費","年度次",,"2025-02-07"
"0003356115","00450032","2","国民医療費・構成割合，診療種類・制度区分別","国民医療費","年度次",,"2025-02-07"
"0003353790","00450032","3","国民医療費及び構成割合，年次・制度区分別","国民医療費","年度次",,"2025-02-07"
"0003353850","00450032","5","国民医療費及び構成割合，財源・年次別","国民医療費","年度次",,"2025-02-07"
"0003356093","00450032","7","国民医療費・構成割合，年次・診療種類別","国民医療費","年度次",,"2025-02-07"
"0003356094","00450032","8","国民医療費・構成割合・人口一人当たり国民医療費，診療種類・性・年齢階級別","国民医療費","年度次",,"2025-02-07"
"0003378212","00450032","9","国民医療費・構成割合・人口一人当たり国民医療費，年次・年齢階級別","国民医療費","年度次",,"2025-02-07"
