"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003353944","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　性別","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353945","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　年齢1","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353946","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　性・年齢1","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353947","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　同居世帯","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353948","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　学職別","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353949","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　都市規模","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353950","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　地区","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353951","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　携帯電話・PHS利用の有無","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353952","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　パソコン利用の有無","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353953","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　インターネット利用経験","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353954","00100101","青少年 Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。　キーボードリテラシー","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353955","00100101","青少年 Q1b　(「Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。」を受けて)では、そのうちニュ一ス番組は、1日平均どのくらい見ていますか。　性別","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353956","00100101","青少年 Q1b　(「Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。」を受けて)では、そのうちニュ一ス番組は、1日平均どのくらい見ていますか。　年齢1","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353957","00100101","青少年 Q1b　(「Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。」を受けて)では、そのうちニュ一ス番組は、1日平均どのくらい見ていますか。　性・年齢1","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353958","00100101","青少年 Q1b　(「Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。」を受けて)では、そのうちニュ一ス番組は、1日平均どのくらい見ていますか。　同居世帯","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353959","00100101","青少年 Q1b　(「Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。」を受けて)では、そのうちニュ一ス番組は、1日平均どのくらい見ていますか。　学職別","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
"0003353960","00100101","青少年 Q1b　(「Q1a　あなたは、ふだん1日平均何時間くらいテレビを見ていますか。」を受けて)では、そのうちニュ一ス番組は、1日平均どのくらい見ていますか。　都市規模","情報化社会と青少年に関する調査","青少年に対する質問","年度次","200104-200203","2019-12-12"
