"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004016884","00450462","1-1","１　全数集計（全国） 年齢階級区分、性、都市規模区分、保険料納付状況区分別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016915","00450462","1-2","１　全数集計（全国） 年齢階級区分、性、都市規模区分、保険料納付状況区分別　被保険者数割合（年齢階級区分に係る構成割合）","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016926","00450462","1-2-1","１　全数集計（全国） 令和元年度の納付対象月数、令和元年度の納付月数、保険料納付状況区分別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016937","00450462","1-2-2","１　全数集計（全国） 保険料納付状況区分別　平均対象月数・平均納付月数","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016948","00450462","2-1-1","２　郵送調査集計（全国） 年齢階級区分、性、就業状況別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016959","00450462","2-1-2","２　郵送調査集計（全国） 年齢階級区分、保険料納付状況区分、就業状況別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016970","00450462","2-1-3","２　郵送調査集計（全国） 都市規模区分、性、就業状況別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016981","00450462","2-1-4","２　郵送調査集計（全国） 都市規模区分、保険料納付状況区分、就業状況別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016958","00450462","2-10-1","２　郵送調査集計（全国） 年齢階級区分、性、保険料を納めていないことについての意識別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016960","00450462","2-10-2","２　郵送調査集計（全国） 年齢階級区分、保険料納付状況区分、保険料を納めていないことについての意識別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016961","00450462","2-10-3","２　郵送調査集計（全国） 都市規模区分、性、保険料を納めていないことについての意識別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016962","00450462","2-10-4","２　郵送調査集計（全国） 都市規模区分、保険料納付状況区分、保険料を納めていないことについての意識別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016963","00450462","2-11-1","２　郵送調査集計（全国） 学生区分、性、保険料の主たる負担者別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016964","00450462","2-11-2","２　郵送調査集計（全国） 学生区分、保険料納付状況区分、保険料の主たる負担者別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016965","00450462","2-11-3","２　郵送調査集計（全国） 年齢階級区分、性、保険料の主たる負担者別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
"0004016966","00450462","2-11-4","２　郵送調査集計（全国） 年齢階級区分、保険料納付状況区分、保険料の主たる負担者別　被保険者数・被保険者数割合","令和２年国民年金被保険者実態調査","-","202001-202012","2024-08-01"
