"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003149321","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／世帯年収(10区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149322","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／住宅取得回数(3区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149323","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／子との現在の住まい方（家計を主に支える者が65歳以上）（6区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149341","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／家計主の年齢(8区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149342","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／居住面積水準状況（主世帯）（3区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149360","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／地域(22区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149361","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／家族構成(22区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149362","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／家計を主に支える者の通勤時間（無職以外）（8区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149380","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／住宅タイプ(14区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149381","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／要介護認定者の有無(4区分)","住生活総合調査","年次",0,"2017-03-08"
"0003149382","00600650","１　住宅及び居住環境の満足度 住宅及び居住環境の総合満足度（4区分）／住宅の取得方法（持家）（7区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149771","00600650","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／オートロックの別（共同住宅）（4区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149772","00600650","１　住宅及び居住環境の満足度 居住環境の満足度（4区分）／敷地に接している道路の幅員（住宅）（6区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149792","00600650","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／高齢者対応型共同住宅の別（共同住宅）（4区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149793","00600650","１　住宅及び居住環境の満足度 住宅・居住環境の満足度（4区分）／公共下水道の有無（2区分）","住生活総合調査","年次",0,"2017-03-08"
"0003149830","00600650","１　住宅及び居住環境の満足度 住宅の満足度（4区分）／高齢者等のための設備状況（主世帯）（3区分）","住生活総合調査","年次",0,"2017-03-08"
