"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003060191","00350600","1","時系列データ 金融業、保険業以外の業種(原数値)","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060791","00350600","1","時系列データ 金融業、保険業以外の業種(原数値)","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003061945","00350600","2","時系列データ 全産業(金融業、保険業を含む)(原数値)","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003061946","00350600","2","時系列データ 全産業(金融業、保険業を含む)(原数値)","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003061947","00350600","3","時系列データ 金融業、保険業(集約)(原数値)","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003061948","00350600","3","時系列データ 金融業、保険業(集約)(原数値)","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060192","00350600","3-1","時系列データ 銀行業(原数値)","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060824","00350600","3-1","時系列データ 銀行業(原数値)","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003060193","00350600","3-2","時系列データ 貸金業、クレジットカード業等非預金信用機関(原数値)","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060825","00350600","3-2","時系列データ 貸金業、クレジットカード業等非預金信用機関（原数値）","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003060194","00350600","3-3","時系列データ 金融商品取引業（第一種金融商品取引業であって有価証券関連業に限る）（原数値）","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060826","00350600","3-3","時系列データ 金融商品取引業（第一種金融商品取引業であって有価証券関連業に限る）（原数値）","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003060221","00350600","3-4","時系列データ その他の金融商品取引業、商品先物取引業（原数値）","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060827","00350600","3-4","時系列データ その他の金融商品取引業、商品先物取引業（原数値）","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003060222","00350600","3-5","時系列データ 保険業（その他の保険業を除く）（集約）（原数値）","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060828","00350600","3-5","時系列データ 保険業（その他の保険業を除く）（集約）（原数値）","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003060223","00350600","3-6","時系列データ その他の保険業（原数値）","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
"0003060829","00350600","3-6","時系列データ その他の保険業（原数値）","法人企業統計調査","時系列データ","年度次","202304-202403","2024-09-02"
"0003066618","00350600","4","時系列データ 金融業、保険業以外の業種（季節調整値）","法人企業統計調査","時系列データ","四半期","202501-202503","2025-06-02"
