"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003387982","00600910","1","総括 国土交通省所管決定総額　申請額・決定額","災害統計",NA,"年次","201601-201612","2020-10-05"
"0003387984","00600910","1","補助災害_総括表 検査率分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388000","00600910","1","補助災害_都道府県別分類表 検査率分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388015","00600910","1","直轄災害 工種別決定額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388020","00600910","1","国庫負担率 総括表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388027","00600910","1","激甚災害 激甚災害事業費及び特別財政援助額 (総括表)","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388030","00600910","1","激甚災害(2011年発生激甚災害) 激甚災害事業費及び特別財政援助額 (総括表)","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387997","00600910","10","補助災害_総括表 決定額、実施設計額及び精算額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388013","00600910","10","補助災害_都道府県別分類表 単独災害費支出額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387998","00600910","11","補助災害_総括表 応急費支出額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388014","00600910","11","補助災害_都道府県別分類表 単独災害発生額分類表(都道府県)","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387999","00600910","12","補助災害_総括表 単独災害支出額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387983","00600910","2","総括 国土交通省所管決定総額　工種別決定額","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388021","00600910","2","国庫負担率 都道府県及び指定市公共土木施設災害復旧事業費調","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388028","00600910","2","激甚災害 激甚災害事業費及び特別財政援助額","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388031","00600910","2","激甚災害(2011年発生激甚災害) 激甚災害事業費及び特別財政援助額","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388036","00600910","2","付録 都道府県別一般被害分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388019","00600910","3","直轄災害 実施額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388022","00600910","3","国庫負担率 都道府県工事連年災害該当調","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388029","00600910","3","激甚災害 市町村別激甚災害、特別財政援助額及び嵩上げ国庫負担率","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388032","00600910","3","激甚災害(2011年発生激甚災害) 市町村別激甚災害、特別財政援助額及び嵩上げ国庫負担率","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388037","00600910","3","付録 各省別公共土木施設災害復旧事業費","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387991","00600910","4","補助災害_総括表 事業費及び国庫負担額分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388007","00600910","4","補助災害_都道府県別分類表 事業費及び国庫負担額分類表(都道府県)","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388023","00600910","4","国庫負担率 都道府県工事国庫負担率算定表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388038","00600910","4","付録 都道府県及び指定市別公共土木施設災害復旧事業各省合計事業費","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387992","00600910","5","補助災害_総括表 工種別工事規模別分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388008","00600910","5","補助災害_都道府県別分類表 工種別工事規模別分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388024","00600910","5","国庫負担率 国庫負担率一覧表 (国土交通省所管)","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388039","00600910","5","付録 災害関連事業費調","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003387993","00600910","6","補助災害_総括表 緊急順位別分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388009","00600910","6","補助災害_都道府県別分類表 緊急順位別分類表","災害統計",NA,"年次","201601-201612","2020-02-08"
"0003388025","00600910","6","国庫負担率 市町村別事業費及び国庫負担率一覧表 (国土交通省所管)","災害統計",NA,"年次","201601-201612","2020-02-08"
