"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003420619","00350430","1","許可（指定）時期","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0003420620","00350430","2","店舗の経営者の年齢","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0003420621","00350430","3","営業形態","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0003420622","00350430","4","たばこの自動販売機の有無","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0003420623","00350430","5","加熱式たばこの取扱いの有無","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0003420624","00350430","6","加熱式たばこの今後の取扱い予定","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0003420625","00350430","7","たばこの年間売上高","たばこ小売販売業調査（令和元年度）","-",0,"2025-06-26"
"0004029462","00350430","1","許可（指定）時期","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029463","00350430","2","店舗の経営者の年齢","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029467","00350430","2","後継予定者の有無","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029464","00350430","3","営業形態","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029465","00350430","4","たばこの自動販売機の有無","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029468","00350430","5","現在取扱っているたばこの種類（複数回答可）","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029469","00350430","5","近年（直近５年の間）新たに取扱い始めたたばこの種類（複数回答可）","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
"0004029466","00350430","6","たばこの年間売上高","たばこ小売販売業調査（令和６年度）","-",0,"2025-06-26"
