"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003234480","00450171","1-1","栄養素等摂取量 - エネルギー・栄養素等，年齢階級別，平均値，標準偏差，中央値 - 総数・男性・女性，１歳以上","国民健康・栄養調査","年次","201901-201912","2023-03-07"
"0003234489","00450171","1-1","栄養素等摂取量　（総数・男性・女性，年齢階級別）","国民健康・栄養調査","年次","201101-201112","2023-03-07"
"0003234490","00450171","1-1","栄養素等摂取量　（総数・男性・女性，年齢階級別 ＜再掲＞）","国民健康・栄養調査","年次","201101-201112","2023-03-07"
"0003234487","00450171","1-2","栄養素等摂取量 - エネルギー・栄養素等、年齢階級別、平均値、標準偏差、中央値 - 全国補正値、総数・男性・女性、１歳以上［年齢階級２］","国民健康・栄養調査","年次","201201-201212","2023-03-07"
"0003224157","00450171","10","朝，昼，夕別にみた１日の食事状況 - 朝・昼・夕別，食事状況，年齢階級別，人数，割合　- 総数・男性・女性，１歳以上","国民健康・栄養調査","年次","201901-201912","2023-03-07"
"0003224291","00450171","100","受動喫煙防止対策の推進を望む場所 -場所、年齢階級別、人数、割合 - 総数・男性・女性、20歳以上","国民健康・栄養調査","年次","201501-201512","2023-03-07"
"0003224719","00450171","100","疾病予防を目的とした生活習慣改善の取組状況（性・年齢階級別）","国民健康・栄養調査","年次","201001-201012","2023-03-07"
"0003446669","00450171","100","食べ方や食事中の様子 - 食べ方や食事中の様子，年齢階級別，人数，割合 - 総数・男性・女性，20歳以上","国民健康・栄養調査","年次","201901-201912","2025-02-25"
"0003224941","00450171","100-1","収縮期(最高）血圧の平均値の年次推移 （性・年齢階級別）","国民健康・栄養調査","年次","201701-201712","2023-03-07"
"0003224942","00450171","100-2","拡張期(最低）血圧の平均値の年次推移 （性・年齢階級別）","国民健康・栄養調査","年次","201701-201712","2023-03-07"
"0003224943","00450171","100-3","収縮期（最高）血圧が140mmHg 以上の者の割合の年次推移（性・年齢階級別）","国民健康・栄養調査","年次","201701-201712","2023-03-07"
