"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003339680","00100103","F1　性別　性別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339681","00100103","F1　性別　学年別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339682","00100103","F1　性別　性・学年","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339683","00100103","F1　性別　同居きょうだいの有無","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339684","00100103","F1　性別　世帯構成","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339685","00100103","F1　性別　都市規模別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339686","00100103","F2　あなたは，今，何年生ですか。　性別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339687","00100103","F2　あなたは，今，何年生ですか。　学年別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339688","00100103","F2　あなたは，今，何年生ですか。　性・学年","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339689","00100103","F2　あなたは，今，何年生ですか。　同居きょうだいの有無","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339690","00100103","F2　あなたは，今，何年生ですか。　世帯構成","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339691","00100103","F2　あなたは，今，何年生ですか。　都市規模別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
"0003339692","00100103","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　性別","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","年度次","199904-200003","2020-02-06"
