"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003339992","00100104","A1　あなたの性別は次のどちらですか。あてはまる番号に1つだけ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339993","00100104","A2　あなたは、今、何歳ですか。あてはまる番号に1つだけ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339994","00100104","A3-ア　あなたは、今、学校に通ったり、働いたりしていますか。あてはまる番号に1つだけ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339995","00100104","A3-イ　あなたが最後に通った学校(中退を含む)はどこですか。あてはまる番号に1つだけ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339996","00100104","A4　次の中で、あなたが今、一緒に住んでいるのは誰ですか。あてはまる番号すべてに○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339997","00100104","○A4　同居の家族構成","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339998","00100104","○A4　きょうだいの有無","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003339999","00100104","A5　あなたは、自分用に次のものがありますか。あてはまる番号すベてに○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340001","00100104","A7　あなたの家庭について、どのように思いますか。次のア、イの事柄について、それぞれあてはまる方に1つずつ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340002","00100104","B1　あなたが現在よくつきあっている親しい友達は、何人くらいいますか。あてはまる番号に1つだけ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340003","00100104","B2　その友達は、あなたと同じ年の人ですか、それとも年上の人や年下の人がいますか。　あてはまる番号に1つだけ○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340004","00100104","○B2　友人の年齢(全数ベース)","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340005","00100104","B3　その友達は、主にどういう人ですか。あてはまる番号すべてに○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340006","00100104","○B3　友人の種類(全数べ一ス)","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340007","00100104","B4　友達と一緒に過ごす時、主にどんなことをしますか。あてはまる番号すべてに○をつけてください。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
"0003340008","00100104","B5　あなたは友達と一緒にいる時、どんな様子ですか。","非行原因に関する総合的研究調査","青少年（12歳以上）に対する質問","年度次","199804-199903","2020-03-10"
