"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003328482","00400305","1　学校種別在籍状況 表1　日本語指導が必要な児童生徒の学校種別在籍状況","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328483","00400305","1　学校種別在籍状況 表2　日本語指導が必要な児童生徒の課程等別在籍状況","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328484","00400305","1　学校種別在籍状況 表3　日本語指導が必要な外国人児童生徒の在籍期間別在籍状況","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328485","00400305","2　母語別在籍状況 表3　日本語指導が必要な外国籍の児童生徒の母語別在籍状況","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328486","00400305","3　言語別在籍状況 表4　日本語指導が必要な日本国籍の児童生徒の言語別在籍状況","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328487","00400305","4　在籍人数別学校数 表5　日本語指導が必要な児童生徒の在籍人数別学校数","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328488","00400305","5　在籍人数別市町村数 表6　日本語指導が必要な児童生徒が在籍する市町村数","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328489","00400305","6　「特別の教育課程」実施に必要な取組 表7　「特別の教育課程」による日本語指導の実施に必要な取組について－市区町村教育委員会－","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328490","00400305","〔参考〕 日本語指導が必要な外国籍・日本国籍の児童生徒の学校種別在籍状況（都道府県別）","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328491","00400305","〔参考〕 日本語指導が必要な外国籍の児童生徒の母語別在籍状況（都道府県別）","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
"0003328492","00400305","〔参考〕 日本語指導が必要な日本国籍の児童生徒の言語別在籍状況（都道府県別）","日本語指導が必要な児童生徒の受入状況等に関する調査","-",0,"2020-03-23"
