"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003422033","00600320","1","調査結果の概要 一般船舶に乗り組む船員の用途・内外航別、トン数階層別現金給与額　（１人１か月平均）","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129541","00600320","2","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 平均稼働日数","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129562","00600320","2","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 上昇率(平均給与額)","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129579","00600320","2","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 平均給与額","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129593","00600320","2","調査結果の概要 一般船舶に乗り組む船員の現金給与額等の動き 上昇率(平均稼働日数)","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129542","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 1990年","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129543","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 上昇率(平均労働時間) 1995年、1998年～2006年","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129563","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 1995年、1998年～2006年","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129564","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 上昇率(平均労働時間) 2007年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129580","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 1980年、1985年","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129581","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 上昇率(平均労働時間) 1985年、1990年","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129594","00600320","3","調査結果の概要 一般船舶に乗り組む船員の月間総労働時間、年間取得休日数の動き 平均労働時間 2007年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129566","00600320","30","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 ６月の月間総労働時間及び報酬等について","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129597","00600320","30","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003422333","00600320","30","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 ６月の月間総労働時間及び報酬等について 2019年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003422353","00600320","30","統計表 一般船舶に乗り組む船員の年齢階層別１人１か月平均報酬等 昨年一年間（１月～１２月）の総労働時間等について 2019年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129584","00600320","31","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003422853","00600320","31","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別平均定期払いを要する報酬額 2019年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129546","00600320","32","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003422657","00600320","32","統計表 一般船舶に乗り組む船員の年齢階層・経験年数階層別船員数 2019年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129567","00600320","33","統計表 一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003422834","00600320","33","統計表 一般船舶に乗り組む船員の報酬額階層・総労働時間階層別船員数 2019年～","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129544","00600320","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2005年基準","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129565","00600320","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 賃金指数 2010年基準","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2023-04-04"
"0003129582","00600320","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 上昇率","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
"0003129595","00600320","4","調査結果の概要 陸上労働者のきまって支給する給与との比較 平均給与額","船員労働統計調査","一般船舶調査、特殊船調査","年次",0,"2024-09-05"
