"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003292965","00201001","10","廃棄物の不法投棄の種類別延べ苦情件数の推移","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292966","00201001","11","受付苦情件数及び処理件数の推移　受付件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292967","00201001","11","受付苦情件数及び処理件数の推移　処理件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292968","00201001","13","都道府県，公害の種類別苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292969","00201001","14","都道府県，複合型公害の種類別延べ苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292970","00201001","15","都道府県, 公害の発生源別苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292990","00201001","16","公害の種類, 都道府県, 公害の発生源別苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293010","00201001","17","都道府県, 廃棄物の不法投棄の種類別延べ苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003292920","00201001","2","複合型・単独型公害の種類別延べ苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293011","00201001","20","都道府県別受付苦情件数及び処理件数　受付件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293012","00201001","20","都道府県別受付苦情件数及び処理件数　処理件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293013","00201001","21","都道府県別カラオケ騒音苦情件数の推移","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293014","00201001","22","受付機関, 公害の種類別苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293015","00201001","23","受付機関, 公害の発生源別苦情件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293035","00201001","24","公害の種類別受付苦情件数及び処理件数　受付件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293036","00201001","24","公害の種類別受付苦情件数及び処理件数　処理件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293037","00201001","25","公害の発生源別受付苦情件数及び処理件数　受付件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293057","00201001","25","公害の発生源別受付苦情件数及び処理件数　処理件数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293077","00201001","27","苦情申立人の立場別苦情処理件数　公害の種類","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293078","00201001","27","苦情申立人の立場別苦情処理件数　発生源の種類","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293079","00201001","27","苦情申立人の立場別苦情処理件数　被害の種類","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293080","00201001","27","苦情申立人の立場別苦情処理件数　被害の発生地域","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293081","00201001","28","典型７公害の種類別苦情処理件数　被害の発生態様","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293082","00201001","28","典型７公害の種類別苦情処理件数　被害戸数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293083","00201001","28","典型７公害の種類別苦情処理件数　苦情の対象となった時間帯","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293084","00201001","28","典型７公害の種類別苦情処理件数　発生源の立地と被害者居住の先後関係","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293085","00201001","28","典型７公害の種類別苦情処理件数　当局と申立人との接触・連絡の回数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293086","00201001","28","典型７公害の種類別苦情処理件数　当局と発生源側との接触・連絡の回数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293087","00201001","28","典型７公害の種類別苦情処理件数　当局がした現地調査の回数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293088","00201001","28","典型７公害の種類別苦情処理件数　苦情申立てから処理までの期間","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293089","00201001","28","典型７公害の種類別苦情処理件数　処理方法","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293090","00201001","28","典型７公害の種類別苦情処理件数　文書による勧告・命令等の有無","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293091","00201001","28","典型７公害の種類別苦情処理件数　申立人の満足度","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293092","00201001","28","典型７公害の種類別苦情処理件数　防止対策","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293093","00201001","28","典型７公害の種類別苦情処理件数　法令との関係","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293094","00201001","28","典型７公害の種類別苦情処理件数　当事者が調停等の申請手続をした機関","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293095","00201001","29","公害の発生源別典型７公害の苦情処理件数　被害の発生態様","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293096","00201001","29","公害の発生源別典型７公害の苦情処理件数　被害戸数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293097","00201001","29","公害の発生源別典型７公害の苦情処理件数　苦情の対象となった時間帯","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293098","00201001","29","公害の発生源別典型７公害の苦情処理件数　発生源の立地と被害者居住の先後関係","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293099","00201001","29","公害の発生源別典型７公害の苦情処理件数　当局と申立人との接触・連絡の回数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293100","00201001","29","公害の発生源別典型７公害の苦情処理件数　当局と発生源側との接触・連絡の回数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293101","00201001","29","公害の発生源別典型７公害の苦情処理件数　当局がした現地調査の回数","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293102","00201001","29","公害の発生源別典型７公害の苦情処理件数　苦情申立てから処理までの期間","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293103","00201001","29","公害の発生源別典型７公害の苦情処理件数　処理方法","平成15年度公害苦情調査","-",0,"2019-04-05"
"0003293104","00201001","29","公害の発生源別典型７公害の苦情処理件数　文書による勧告・命令等の有無","平成15年度公害苦情調査","-",0,"2019-04-05"
