"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003013525","00600480","1","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013534","00600480","10","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，延べ床面積(９区分)別工場数及び総延べ床面積・１法人当たり総延べ床面積・１工場当たり延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013535","00600480","11","主な建物の構造(６区分)・主な建物の建築時期(14区分)・工場の敷地の権原(７区分)，延べ床面積(９区分)別工場数及び総延べ床面積・１法人当たり総延べ床面積・１工場当たり延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013536","00600480","12","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の構造(６区分)・建物の構造(３区分)，階数(７区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013537","00600480","13","建物所在地(55区分)，建物の構造(６区分)・建物の構造(３区分)，階数(７区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013538","00600480","14","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)，建物の構造(６区分)・建物の構造(３区分)，階数(７区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013539","00600480","15","建物の主な利用現況(９区分)，建物の構造(６区分)・建物の構造(３区分)，階数(７区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013540","00600480","16","法人業種(59区分)・資本金額(16区分)・建物所在地(55区分)・組織形態及び上場の有無(15区分)，主な建物の構造(６区分)別工場数及び総延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013541","00600480","17","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013542","00600480","18","建物所在地(55区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013543","00600480","19","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国（続き）","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013526","00600480","2","建物所在地(55区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013544","00600480","20","建物の主な利用現況(９区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013545","00600480","21","法人業種(59区分)・資本金額(16区分)・建物所在地(55区分)・組織形態及び上場の有無(15区分)，主な建物の建築時期(14区分)別工場数及び総延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013546","00600480","22","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013547","00600480","23","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の構造(６区分)，建物の建築時期(14区分)建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の利用現況(14区分)・建物の貸付の有無(２区分)別総延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013548","00600480","24","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の主な利用現況(９区分)建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数及び総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013549","00600480","25","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，建物の主な利用現況(９区分)建物の利用現況(14区分)・建物の貸付の有無(２区分)別建物数及び総延べ床面積＜借地(工場敷地以外)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013550","00600480","26","法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)工場の敷地の権原(７区分)別工場数＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013551","00600480","27","法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)工場の敷地の権原(７区分)別総延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013552","00600480","28","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別件数・平均比率＜所有地にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013553","00600480","29","建物の主な利用現況(10区分)・宅地などの１区画の土地面積(10区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別件数・平均比率＜所有地にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013527","00600480","3","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，所有する建物の有無(２区分)・建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(10区分)・建物の利用現況(15区分)・建物の貸付の有無(２区分)別法人数＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013554","00600480","30","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・組織形態及び上場の有無(15区分)・建物所在地(55区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別総土地面積＜所有地にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013555","00600480","31","建物の主な利用現況(10区分)・宅地などの１区画の土地面積(10区分)，宅地などの面積と当該土地における建物延べ床面積の比率(９区分)別総土地面積＜所有地にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013556","00600480","32","建物の主な利用現況(９区分)，宅地などの土地取得時期(14区分)，建物の建築時期(14区分)別建物数及び総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013557","00600480","33","宅地などの土地取得時期(14区分)，主な建物の建築時期(14区分)別工場数及び総延べ床面積＜所有地(工場敷地)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013558","00600480","34","宅地などの１区画の土地面積(10区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の貸付の有無(２区分)別建物数＜所有地(工場敷地以外)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013559","00600480","35","宅地などの１区画の土地面積(10区分)，建物の構造(６区分)，建物の建築時期(14区分)・建物の貸付の有無(２区分)別総延べ床面積＜所有地(工場敷地以外)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013560","00600480","36","宅地などの１区画の土地面積(10区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)別工場数＜所有地(工場敷地)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013561","00600480","37","宅地などの１区画の土地面積(10区分)，主な建物の構造(６区分)，主な建物の建築時期(14区分)別総延べ床面積＜所有地(工場敷地)にある建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013562","00600480","38","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の構造(６区分)別資産額＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013563","00600480","39","建物所在地(55区分)・本社所在地(55区分)，建物の構造(６区分)別資産額＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013528","00600480","4","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013564","00600480","40","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，建物の構造(６区分)別資産額＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013565","00600480","41","法人業種(59区分)・会社法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，建物の主な利用現況(10区分)別資産額＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013566","00600480","42","建物所在地(55区分)・本社所在地(55区分)，建物の主な利用現況(10区分)別資産額＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013567","00600480","43","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，建物の主な利用現況(10区分)別資産額＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013529","00600480","5","建物所在地(55区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013530","00600480","6","組織形態及び上場の有無(15区分)・常用雇用者数(11区分)・所有する土地の有無及び所有する土地の総面積(15区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013531","00600480","7","建物の構造(６区分)・建物の建築時期(14区分)・建物の敷地の権原(７区分)・建物の主な利用現況(９区分)・建物の貸付の有無(２区分)，延べ床面積(９区分)別建物数及び総延べ床面積・１法人当たり総延べ床面積・１建物当たり延べ床面積＜工場敷地以外の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013532","00600480","8","法人業種(59区分)・資本金額(16区分)・支所・支社・支店の数(６区分)，延べ床面積(９区分)別工場数及び総延べ床面積・１法人当たり総延べ床面積・１工場当たり延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013533","00600480","9","建物所在地(55区分)，延べ床面積(９区分)別工場数及び総延べ床面積・１法人当たり総延べ床面積・１工場当たり延べ床面積＜工場敷地内の建物＞＿全国","法人建物調査","平成15年","全国編",NA,"-","200301-200312","2010-03-19"
"0003013766","00600480","1","法人業種（55区分）・会社法人業種（55区分）・資本金額（15区分）・支所・支社・支店の数（6区分），所有する建物の有無（5区分）・建物の構造（6区分）・建物の建築年次（17区分）別法人数＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013775","00600480","10","組織形態及び上場の有無（6区分）・常用雇用者数（11区分）・所有する土地の有無及び所有する土地の総面積（15区分），延べ床面積（9区分）別工場数・延べ床面積（9区分）別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜資本金1億円以上の製造業の工場＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013776","00600480","11","主な建物の構造（6区分）・主な建物の建築年次（17区分），延べ床面積（9区分）別工場数・延べ床面積（9区分）別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜資本金1億円以上の製造業の工場＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013777","00600480","12","法人業種（55区分）・会社法人業種（55区分）・資本金額（15区分）・支所・支社・支店の数（6区分），建物の構造（6区分）別建物数・建物の構造（6区分）別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013778","00600480","13","建物所在地(55区分)，建物の構造(6区分)別建物数・建物の構造(6区分)別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013779","00600480","14","組織形態及び上場の有無（15区分）・常用雇用者数（11区分），建物の構造（6区分）別建物数・建物の構造（6区分）別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013780","00600480","15","資本金額（7区分）・建物所在地（55区分）・組織形態及び上場の有無（6区分），主な建物の構造（6区分）別工場数・主な建物の構造（6区分）別総延べ床面積＜資本金1億円以上の製造業の工場＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013781","00600480","16","法人業種（55区分）・会社法人業種（55区分）・資本金額（15区分）・支所・支社・支店の数（6区分），建物の建築年次（17区分）別建物数・建物の建築年次（17区分）別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013782","00600480","17","建物所在地（55区分），建物の建築年次（17区分）別建物数・建物の建築年次（17区分）別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013783","00600480","18","組織形態及び上場の有無（15区分）・常用雇用者数（11区分），建物の建築年次（17区分）別建物数・建物の建築年次（17区分）別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013784","00600480","19","資本金額（7区分）・建物所在地（55区分）・組織形態及び上場の有無（6区分），主な建物の建築年次（17区分）別工場数・主な建物の建築年次（17区分）別総延べ床面積＜資本金1億円以上の製造業の工場＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013767","00600480","2","建物所在地（55区分），所有する建物の有無（5区分）・建物の構造（6区分）・建物の建築年次（17区分）別法人数＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013785","00600480","20","法人業種（55区分）・会社法人業種（55区分）・資本金額（15区分）・組織形態及び上場の有無（15区分）・建物所在地（55区分），建物の構造（6区分），建物の建築年次（17区分）別建物数＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
"0003013786","00600480","21","法人業種（55区分）・会社法人業種（55区分）・資本金額（15区分）・組織形態及び上場の有無（15区分）・建物所在地（55区分），建物の構造（6区分），建物の建築年次（17区分）別総延べ床面積＜資本金1億円以上の製造業の工場除く＞＿全国","法人建物調査","平成10年","全国編",NA,"-","199801-199812","2010-03-19"
