"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003350507","00400503","1","母集団企業数（総数）、調査票送付企業数、有効回答企業数、回収率 (全企業)","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350523","00400503","10","組織／マーケティング・イノベーション実現状況、業務慣行、職場組織、対外関係に関する新しい方法の導入状況、製品・サービスの外見上のデザインの大幅な変更状況、新しい販売促進のための媒体・手法、販売経路、価格設定方法の導入状況、組織／マーケティング・イノベーションの目的と重要度 (全企業)","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350508","00400503","2","企業グループ所属の有無、企業グループを統括する企業の所在、1社当たりの売上高、製品・サービスの販売国・地域、1社当たりの常用雇用者数、常用雇用者数に占める大卒割合 (全企業) 企業グループ所属の有無、企業グループを統括する企業の所在","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350509","00400503","2","企業グループ所属の有無、企業グループを統括する企業の所在、1社当たりの売上高、製品・サービスの販売国・地域、1社当たりの常用雇用者数、常用雇用者数に占める大卒割合 (全企業) 1社当たりの売上高、1社当たりの常用雇用者数","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350510","00400503","2","企業グループ所属の有無、企業グループを統括する企業の所在、1社当たりの売上高、製品・サービスの販売国・地域、1社当たりの常用雇用者数、常用雇用者数に占める大卒割合 (全企業) 製品・サービスの販売国・地域","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350511","00400503","2","企業グループ所属の有無、企業グループを統括する企業の所在、1社当たりの売上高、製品・サービスの販売国・地域、1社当たりの常用雇用者数、常用雇用者数に占める大卒割合 (全企業) 常用雇用者数に占める大卒割合","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350512","00400503","3-1","プロダクト／プロセス／組織／マーケティング・イノベーション実現状況、プロダクト又はプロセス・イノベーションのための活動実施状況、売上高で重み付けたプロダクト／プロセス／組織／マーケティング・イノベーション実現割合 (全企業) プロダクト／プロセス／組織／マーケティング・イノベーション実現状況、プロダクト又はプロセス・イノベーションのための活動実施状況","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350513","00400503","3-1","プロダクト／プロセス／組織／マーケティング・イノベーション実現状況、プロダクト又はプロセス・イノベーションのための活動実施状況、売上高で重み付けたプロダクト／プロセス／組織／マーケティング・イノベーション実現割合 (全企業) 売上高で重み付けたプロダクト／プロセス／組織／マーケティング・イノベーション実現割合 (全企業)","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350514","00400503","3-2","プロダクト／プロセス／組織／マーケティング・イノベーション実現状況、プロダクト又はプロセス・イノベーションのための活動実施状況 (全企業,単独企業,グループ企業, 日系グループ企業(企業グループを統括する企業が日本にある企業,外資系グループ企業(企業グループを統括する企業が海外にある企業),製品・サービスを国内のみで販売している企業,製品・サービスを海外でも販売している企業)","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
"0003350515","00400503","4","自社にとって新しいプロダクト／プロセス・イノベーション実現状況、市場にとって新しいプロダクト／プロセス・イノベーション実現状況、新製品・サービス導入状況・開発者、新しい生産工程・配送方法・それらを支援する活動導入状況・開発者 (全企業(ただし、2011年度の総売上高に占めるプロダクト・イノベーションによる売上高の割合の平均の一部を除く)) 自社にとって新しいプロダクト／プロセス・イノベーション実現状況、市場にとって新しいプロダクト／プロセス・イノベーション実現状況、新製品・サービス導入状況・開発者、新しい生産工程・配送方法・それらを支援する活動導入状況・開発者","全国イノベーション調査","第３回","年次","201201-201212","2019-12-19"
