"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003273392","00250007","15-00-08","委員会別　仮釈放審理の罪名及び審理の終結事由別人員 (2008年～2015年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003273646","00250007","15-00-10","施設別　仮釈放審理の終結事由別人員 (2008年～2015年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003273395","00250007","15-00-11","仮釈放審理の入所度数・終結事由別　年齢別人員 (2008年～2015年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003273397","00250007","15-00-12","委員会・刑の態様別　定期刑，不定期刑，無期刑の仮釈放審理の終結事由別人員 (2008年～2015年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322660","00250007","15-00-15","委員会・刑期別　定期刑仮釈放許可人員の刑の執行率 (2006年～2015年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322622","00250007","15-00-28","委員会別　保護観察を仮解除された者の経過期間 (2006年～2015年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322440","00250007","19-00-01","仮釈放等審理事件の受理及び処理人員　累年比較２","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322441","00250007","19-00-02","仮釈放等審理事件等の受理及び処理人員　(2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003323503","00250007","19-00-03","委員会別　仮釈放事件の受理及び処理人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322443","00250007","19-00-04","委員会別　仮出場事件の受理及び処理人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322457","00250007","19-00-05","委員会別　少年院仮退院事件の受理及び処理人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003324240","00250007","19-00-06","委員会・既済事由別　仮釈放事件の処理期間別人員（総数）(2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003324241","00250007","19-00-07","仮釈放事件の罪名別　既済事由別人員（総数）(2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322671","00250007","19-00-08","委員会別　仮釈放事件の罪名及び既済事由別人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003324248","00250007","19-00-09","委員会・既済事由別　仮釈放事件の刑名及び刑期別人員（総数）(2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322673","00250007","19-00-10","施設別　仮釈放事件の既済事由別人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322674","00250007","19-00-11","仮釈放事件の入所度数・既済事由別　年齢別人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003322675","00250007","19-00-12","委員会・刑の態様別　仮釈放事件の定期刑，不定期刑，無期刑の既済事由別人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003324281","00250007","19-00-13","仮釈放事件の既済事由別　国籍別人員（総数）(2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
"0003296560","00250007","19-00-19","仮釈放等許可取消事件の受理及び処理人員 (2006年～2007年)","保護統計","地方更生保護委員会","年次",,"2024-11-29"
