"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003350910","00650202","1","地域別、業種別の調査対象の工場・事業場数、施設数","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350920","00650202","10","燃原料種別、施設種別の燃原料使用量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350911","00650202","2","地域別、施設種別の調査対象の施設数、SOX排出量、NOX排出量、ばいじん排出量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350913","00650202","3","地域別、最大排出ガス量規模別の調査対象の工場・事業場数、施設数","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350914","00650202","4","業種別のばい煙排出量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350915","00650202","5","地域別、業種別のSOX排出量、NOX排出量、ばいじん排出量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350916","00650202","6","施設種別のばい煙排出量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350917","00650202","7","最大排出ガス量規模別のばい煙排出量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350918","00650202","8","地域別、最大排出ガス量規模別のSOX排出量、NOX排出量、ばいじん排出量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
"0003350919","00650202","9","燃原料種別、業種別の燃原料使用量","大気汚染物質排出量総合調査","-",0,"2021-01-27"
