"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003361763","00500232","1","第１部青果物編 集出荷団体の販売収入、集出荷・販売経費及び生産者受取収入（100kg当たり）（平成24年度）","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361845","00500232","1","第２部水産物編 産地卸売業者の産地卸売数量、販売収入、経費等（平成24年度） 産地卸売数量","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361846","00500232","1","第２部水産物編 産地卸売業者の産地卸売数量、販売収入、経費等（平成24年度） 販売収入、産地卸売手数料及び生産者への支払金額","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361847","00500232","1","第２部水産物編 産地卸売業者の産地卸売数量、販売収入、経費等（平成24年度） 産地卸売経費","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361848","00500232","1","第２部水産物編 産地卸売業者の産地卸売数量、販売収入、経費等（平成24年度） 品目別の産地卸売数量、産地卸売金額及び産地卸売価格（１業者当たり）","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361849","00500232","2","第２部水産物編 産地出荷業者の経費、仕入・販売状況等　(平成24年度) 水産物販売に係る販売収入、仕入金額及び産地出荷経費","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361850","00500232","2","第２部水産物編 産地出荷業者の経費、仕入・販売状況等　(平成24年度) 水産物の品目別の仕入金額及び卸売金額（１業者当たり）","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361764","00500232","2-1","第１部青果物編 集出荷団体の販売収入、集出荷・販売経費等（品目別）（平成24年度）-青果物平均（調査対象16品目） 集出荷団体の販売収入","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361765","00500232","2-1","第１部青果物編 集出荷団体の販売収入、集出荷・販売経費等（品目別）（平成24年度）-青果物平均（調査対象16品目） 集出荷・販売経費","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
"0003361766","00500232","2-1","第１部青果物編 集出荷団体の販売収入、集出荷・販売経費等（品目別）（平成24年度）-青果物平均（調査対象16品目） 生産者受取収入","食品流通段階別価格形成調査","確報","平成24年度食品流通段階別価格形成調査報告（青果物経費調査及び水産物経費調査）","年度次","201204-201303","2020-01-11"
