"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003288322","00020111","1","（推計値） 定年制の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-30"
"0003288323","00020111","2","（推計値） 定年制の今後の変更予定の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-30"
"0003288324","00020111","3","（推計値） 継続雇用制度の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-30"
"0003293683","00020111","4","（推計値） 再雇用者の割合の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-30"
"0003293681","00020111","5","（推計値） フルタイム再雇用者の割合の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-30"
"0003293682","00020111","6","（推計値） 再雇用者の勤務形態別人数割合の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-30"
"0003288404","00020111","10","（推計値） 退職給付制度がない理由の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003293661","00020111","11","（推計値） 退職一時金制度の種類と算定方式の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003293684","00020111","12","（推計値） 退職一時金（社内準備）における算定方式別、退職事由別、勤続年数別平均累積支給率の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003293685","00020111","13","（推計値） 定年前退職者の退職一時金優遇制度の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295443","00020111","14-15","（推計値） 早期退職優遇制度及び希望退職制度の退職一時金の割増率の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-06-24"
"0003295461","00020111","16","（推計値） 企業年金の種類の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295501","00020111","17","（推計値） 企業年金の種類別受給資格の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295482","00020111","18","（推計値） 受給資格として勤続年数又は年齢の要件を設けている場合の要件の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295502","00020111","19","（推計値） 企業年金の種類別支給開始時期の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295520","00020111","20","（推計値） 企業年金の種類別支給期間の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295503","00020111","21","（推計値） 標準掛金の事業主負担割合の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295540","00020111","22","（推計値） 確定拠出年金（企業型）におけるマッチング拠出制度の導入状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295541","00020111","23","（推計値） 退職一時金や他の企業年金から確定拠出年金（企業型）への移行状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295504","00020111","24","（推計値） 企業年金の種類別選択一時金制度の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295560","00020111","25","（推計値） 企業年金の種類別給付利率の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295561","00020111","26","（推計値） 企業年金の種類別据置利率の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295580","00020111","27","（推計値） キャッシュ・バランス・プランの採用の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295581","00020111","28","（推計値） キャッシュ・バランス・プランの利率設定の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295582","00020111","29","（推計値） キャッシュ・バランス・プランの利率設定の基準を国債としている場合の国債の種類別平均利回り算定の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295600","00020111","30","（推計値） 厚生年金基金の導入状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003288401","00020111","7","（推計値） 退職給付制度の普及状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003288402","00020111","8","（推計値） 企業年金導入時の原資の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003288403","00020111","9","（推計値） 退職給付債務（ＰＢＯ）計算上の割引率の状況","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-30"
"0003295620","00020111","31","（推計値） 勤続年数別、退職事由別退職者数及び平均退職給付額","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","３　退職一時金・企業年金の支給状況","年次","201601-201612","2019-03-30"
"0003299716","00020111","19","A　従業員の労働時間の管理方法（推計値） 出退勤時間の把握方法別企業数及び企業数割合（勤務制度、企業規模）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299717","00020111","19","A　従業員の労働時間の管理方法（推計値） 出退勤時間の把握方法別企業数及び企業数割合（勤務制度、職業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299718","00020111","19","A　従業員の労働時間の管理方法（推計値） フレックスタイム制を適用している従業員の有無別企業数及び企業数割合（母集団：全企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299719","00020111","19","A　従業員の労働時間の管理方法（推計値） 事務従事者の実労働時間の把握方法と出退勤時間の把握方法の異同別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299720","00020111","19","A　従業員の労働時間の管理方法（推計値） 事務従事者の実労働時間の把握方法別企業数及び企業数割合（母集団：事務従事者がおり、出退勤時間と実労働時間が異なる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299721","00020111","19","A　従業員の労働時間の管理方法（推計値） 通常勤務制の出退勤時間の把握方法別、事務従事者の実労働時間の把握方法別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299722","00020111","19","A　従業員の労働時間の管理方法（推計値） フレックスタイム制の出退勤時間の把握方法別、事務従事者の実労働時間の把握方法別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299723","00020111","19","A　従業員の労働時間の管理方法（推計値） 通常勤務制の出退勤時間の把握方法別、フレックスタイム制の出退勤時間の把握方法別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299661","00020111","2","A　休暇制度 正社員の積立年休制度の有無別企業数及び企業数割合（母集団：全企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299662","00020111","2","A　休暇制度 有期雇用従業員の積立年休制度の有無別企業数及び企業数割合（母集団：全企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299663","00020111","2","A　休暇制度 正社員及び有期雇用従業員の積立年休制度の有無別企業数及び企業数割合　（母集団：正社員の積立年休制度が「不明」以外の企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299664","00020111","2","A　休暇制度 正社員に積立年休制度がある企業における、正社員の私傷病休暇制度の有無、取得可能日数別企業数、企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299665","00020111","2","A　休暇制度 正社員に積立年休制度がある企業における、正社員の子の看護休暇制度の内容、取得可能日数別企業数、企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299666","00020111","2","A　休暇制度 正社員に積立年休制度がある企業における、正社員の介護休暇制度の内容、取得可能日数別企業数、企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299667","00020111","2","A　休暇制度（推計値） 正社員の積立年休制度の有無及び内容別、正社員の私傷病休暇制度の有無及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299668","00020111","2","A　休暇制度（推計値） 正社員の積立年休制度の有無及び内容別、正社員の夏季、結婚休暇制度の有無及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299669","00020111","2","A　休暇制度 正社員の積立年休制度の有無及び内容別、正社員の子の看護休暇制度の内容及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299670","00020111","2","A　休暇制度 正社員の積立年休制度の有無及び内容別、正社員の介護休暇制度の内容及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299671","00020111","2","A　休暇制度 正社員の私傷病休暇制度の有無及び取得可能日数別企業数及び企業数割合（母集団：全企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299672","00020111","2","A　休暇制度 正社員の夏季、結婚休暇制度の有無、取得可能日数別企業数、企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299673","00020111","2","A　休暇制度 正社員の子の看護休暇制度の内容及び取得可能日数別企業数及び企業数割合（母集団：全企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299674","00020111","2","A　休暇制度 正社員の介護休暇制度の内容、取得可能日数別企業数、企業数割合（母集団：全企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299675","00020111","2","A　休暇制度 有期雇用従業員の私傷病休暇制度の有無及び取得可能日数別企業数及び企業数割合（母集団：有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299676","00020111","2","A　休暇制度 有期雇用従業員の夏季、結婚休暇制度の有無、取得可能日数別企業数、企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299677","00020111","2","A　休暇制度 有期雇用従業員の子の看護休暇制度の内容、取得可能日数別企業数、企業数割合（母集団：有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299678","00020111","2","A　休暇制度 有期雇用従業員の介護休暇制度の内容、取得可能日数別企業数、企業数割合（母集団：有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299679","00020111","2","A　休暇制度 正社員に私傷病休暇制度がある企業における、有期雇用従業員の私傷病休暇制度の有無、取得可能日数別企業数、企業数割合（母集団：正社員に私傷病休暇制度があり、かつ、有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299680","00020111","2","A　休暇制度 正社員の私傷病休暇制度の有無別、有期雇用従業員の私傷病休暇制度の有無及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299681","00020111","2","A　休暇制度 正社員に夏季休暇制度がある企業における、有期雇用従業員の夏季休暇制度の有無、取得可能日数別企業数、企業数割合（母集団：正社員に夏季休暇制度があり、かつ、有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299682","00020111","2","A　休暇制度 正社員の夏季休暇制度の有無別、有期雇用従業員の夏季休暇制度の有無及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299683","00020111","2","A　休暇制度 正社員に結婚休暇制度がある企業における、有期雇用従業員の結婚休暇制度の有無、取得可能日数別企業数、企業数割合（母集団：正社員に結婚休暇制度があり、かつ、有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299684","00020111","2","A　休暇制度 正社員の結婚休暇制度の有無別、有期雇用従業員の結婚休暇制度の有無及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299685","00020111","2","A　休暇制度 正社員に子の看護休暇制度がある企業における、有期雇用従業員の子の看護休暇制度の内容、取得可能日数別企業数、企業数割合（母集団：正社員の子の看護休暇制度で「不明」を除き、かつ、有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299686","00020111","2","A　休暇制度 正社員の子の看護休暇制度の内容別、有期雇用従業員の子の看護休暇制度の内容及び取得可能日数別企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299687","00020111","2","A　休暇制度 正社員に介護休暇制度がある企業における、有期雇用従業員の介護休暇制度の内容、取得可能日数別企業数、企業数割合（母集団：正社員の介護休暇制度で「不明」を除き、かつ、有期雇用従業員がいる企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299724","00020111","20","B　社宅の状況等（推計値） 社宅の有無別、単身赴任者の有無別、保有形態別企業数及び企業数割合（母集団：転勤がある企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299725","00020111","20","B　社宅の状況等（推計値） 社宅の有無別、単身赴任者の有無別企業数及び企業数割合（母集団：転勤がある企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299726","00020111","20","B　社宅の状況等（推計値） 全従業員に対する社宅の保有割合別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299727","00020111","20","B　社宅の状況等（推計値） 世帯用社宅の保有形態・築年数別、面積区分別企業数及び平均使用料","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299728","00020111","20","B　社宅の状況等（推計値） 東京特別区内の世帯用社宅の保有形態・築年数別、面積区分別企業数及び平均使用料","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299729","00020111","20","B　社宅の状況等（推計値） 世帯用社宅で最も多い面積区分の保有形態・築年数別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299730","00020111","20","B　社宅の状況等（推計値） 単身赴任者が入居する社宅の保有形態・築年数別企業数及び平均使用料","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299731","00020111","20","B　社宅の状況等（推計値） 独身者用社宅の保有形態・築年数別企業数及び平均使用料","民間企業の勤務条件制度等調査","統計表",NA,"年次","201501-201512","2019-03-30"
"0003299732","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、決定方法における扶養親族の考慮の有無別、決定方法における定額・定率別企業数及び企業数割合（その他、不明を除く）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299733","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、企業規模別、給付額の決定方法において扶養親族有無別・定額である企業の平均給付額及び企業数（金額不明企業を除く）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299734","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、産業別、給付額の決定方法において扶養親族有無別・定額である企業の平均給付額及び企業数（金額不明企業を除く）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299735","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 障害等級別、企業規模別企業数及び企業数割合（給付額の決定方法において扶養親族有無別・定額）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299736","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 障害等級別、産業別企業数及び企業数割合（給付額の決定方法において扶養親族有無別・定額）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299737","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、１の法定外給付制度以外の給付の有無別、企業規模別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299738","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、１の法定外給付制度以外の給付の有無別、産業別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299739","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、決定方法における扶養親族の考慮の有無別、決定方法における定額・定率別従業員数及び従業員数割合（その他、不明を除く）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299740","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、企業規模別、給付額の決定方法において扶養親族有無別・定額である企業の平均給付額及び従業員数（金額不明企業を除く）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299741","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、産業別、給付額の決定方法において扶養親族有無別・定額である企業の平均給付額及び従業員数（金額不明企業を除く）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299742","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 障害等級別、企業規模別従業員数及び従業員数割合（給付額の決定方法において扶養親族有無別・定額）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299743","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 障害等級別、産業別従業員数及び従業員数割合（給付額の決定方法において扶養親族有無別・定額）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299744","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、１の法定外給付制度以外の給付の有無別、企業規模別従業員数及び従業員数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299745","00020111","21","C　業務災害及び通勤災害に対する法定外給付制度（推計値） 給付事由別、１の法定外給付制度以外の給付の有無別、産業別従業員数及び従業員数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299746","00020111","22","D　従業員の退職管理等の状況（推計値） 定年制の有無別企業数及び企業数割合 （母集団 ：事務・管理職種（部門）がある企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299747","00020111","22","D　従業員の退職管理等の状況（推計値） 定年年齢別企業数及び企業数割合（母集団 ：定年制がある企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299748","00020111","22","D　従業員の退職管理等の状況（推計値） 定年制の今後の変更予定別企業数及び企業数割合 （母集団 ：定年制がある企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299749","00020111","22","D　従業員の退職管理等の状況（推計値） 定年年齢、継続雇用制度の有無、制度の内容別企業数及び企業数割合 （母集団 ：定年制がある企業）","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299750","00020111","22","D　従業員の退職管理等の状況（推計値） 定年退職者に占める再雇用者の割合別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299751","00020111","22","D　従業員の退職管理等の状況（推計値） 定年退職者（管理職級であった者）に占める再雇用者（管理職級）、定年退職者（非管理職級であった者）に占める再雇用者（非管理職級）、定年退職者（係員）に占める再雇用者（係員）の人数及び人数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299752","00020111","22","D　従業員の退職管理等の状況（推計値） 再雇用者に占めるフルタイムの割合別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299753","00020111","22","D　従業員の退職管理等の状況（推計値） 再雇用者に占める短時間再雇用者の割合別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299754","00020111","22","D　従業員の退職管理等の状況（推計値） 再雇用者（管理職級で退職した者）の配置別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
"0003299755","00020111","22","D　従業員の退職管理等の状況（推計値） 再雇用者（非管理職級で退職した者（係員で退職した者を除く））の配置別企業数及び企業数割合","民間企業の勤務条件制度等調査","統計表",NA,"年次","201601-201612","2019-03-30"
