"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0000030001","00200521","00101","男女の別（性別）（３），年齢５歳階級（２３），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030002","00200521","00102","男女の別（性別）（３），年齢各歳階級（１０３），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030003","00200521","002","総人口・日本人（２），男女の別（性別）（２），年齢各歳階級（１２２），出生の月（５），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030004","00200521","004","総人口・日本人（２），男女の別（性別）（２），年齢各歳階級（８６），配偶関係（５），１５歳以上人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030005","00200521","005","男女の別（性別）（３），年齢５歳階級（１９），国籍（５），外国人数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030006","00200521","007","男女の別（性別）（３），入居時期・前住地（２１），年齢５歳階級（２０），人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030007","00200521","009","男女の別（性別）（３），年齢５歳階級（１２），最終卒業学校の種類・在学か否か（９），１５歳以上人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030008","00200521","01001","男女の別（性別）（３），年齢各歳階級（３２），在学学校の種類（５），在学者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030009","00200521","01002","男女の別（性別）（３），年齢各歳階級（３２），未就学の種類（４），未就学者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030010","00200521","012","男女の別（性別）（３），年齢各歳階級（８６），労働力状態（１２），１５歳以上人口 全国・市部・郡部・ＤＩＤ（全国），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030011","00200521","013","男女の別（性別）（３），年齢５歳階級（１６），労働力状態（１２），１５歳以上人口 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030012","00200521","016","男女の別（性別）（３），産業大分類（１５），従業上の地位（６），１５歳以上就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030013","00200521","017","総数・雇用者（２），男女の別（性別）（３），年齢５歳階級（１６），産業大分類（１４），１５歳以上就業者数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030014","00200521","01801","世帯人員（１１），普通世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030015","00200521","01802","普通世帯の人員・普通世帯の１世帯当たり人員 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
"0000030016","00200521","01803","一般世帯数・１人の一般世帯数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別","昭和55年国勢調査","第1次基本集計","全国編",NA,"-",,"2021-06-25"
