"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003297439","00452001","1","産業別退職金制度の採用状況","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003316020","00452001","10","産業別退職事由ごとの退職者数構成比（年度1年間（決算期間））","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003318671","00452001","11","産業別退職事由ごとの平均退職金額（年度1年間（決算期間））","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003317700","00452001","12","産業、勤続年数、学歴別定年退職者の平均退職金額（男性）（年度1年間（決算期間））","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003317600","00452001","13","産業、学歴、労働者の種類、コース、退職事由、勤続年数別モデル退職金総額及び月収換算月数","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003317055","00452001","14","産業、学歴、労働者の種類、コース、退職事由、勤続年数別モデル退職金総額、月収換算月数、退職一時金及び退職年金現価額（退職年金制度併用企業）","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297473","00452001","15","産業別定年制の有無及び定年年齢","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003298468","00452001","16","産業別選択定年制（早期退職優遇制度）の有無及び制度の内容（勤続年数要件、制度適用開始年齢、優遇措置の種類）","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297475","00452001","17","産業別継続雇用制度（再雇用制度・勤務延長制度）の有無","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297476","00452001","18","産業別再雇用制度適用者の最も多い再雇用時の雇用･就業形態","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003318742","00452001","19","産業別再雇用制度適用者の再雇用時と定年退職時との労働条件比較","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297460","00452001","2","産業別退職一時金の支払準備形態及び算定基礎","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003318688","00452001","20","産業別再雇用制度適用者の再雇用時と定年年齢到達前の常用労働者との労働条件比較","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297479","00452001","21","産業別再雇用制度適用者の再雇用に係る退職金の支払","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297461","00452001","3","産業別賃金改定と退職一時金の算定基礎との関係","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-27"
"0004028661","00452001","3","産業別賃金改定と退職一時金の算定基礎との関係","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-31"
"0003297462","00452001","4","産業別定年到達前までの退職一時金の取扱い","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003318672","00452001","5","産業別退職事由及び退職一時金受給資格付与に要する最低勤続年数","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297464","00452001","6","産業別退職一時金制度の最近の変更及び変更内容","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297465","00452001","7","産業別退職年金制度の種類","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
"0003297466","00452001","8","産業別退職年金制度の最近の変更及び変更内容","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-31"
"0003297467","00452001","9","産業別退職年金制度の種類、掛金の算定方式及び労働者負担の有無/マッチング拠出の採用の有無","賃金事情等総合調査","退職金、年金及び定年制事情調査","年次",,"2025-03-28"
