"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0000160001","00200563","001","全世帯・勤労者世帯（２），年次（２０），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160002","00200563","002","全世帯・勤労者世帯（２），年次（２０），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160003","00200563","003","全世帯・勤労者世帯（２），年次（２０），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160004","00200563","004","全世帯・勤労者世帯（２），年間収入階級（２１），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160005","00200563","00501","全世帯・勤労者世帯（２），年間収入五分位階級（６），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160006","00200563","00502","全世帯・勤労者世帯（２），年間収入十分位階級（１１），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160007","00200563","006","全世帯（１），世帯主の職業（１５），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160008","00200563","007","全世帯・勤労者世帯（２），世帯主の年齢階級（１１），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160009","00200563","008","全世帯・勤労者世帯（２），世帯人員（７），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160010","00200563","009","全世帯・勤労者世帯（２），住居の所有関係（６），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160011","00200563","010","全世帯・勤労者世帯（２），貯蓄現在高階級（１９），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160012","00200563","01101","勤労者世帯（１），世帯主の勤め先企業規模（１０），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160013","00200563","01102","勤労者世帯（職員世帯）（１），世帯主の勤め先企業規模（８），貯蓄・負債項目（５３），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160014","00200563","012","全世帯・勤労者世帯（２），貯蓄・負債項目（５３），全国・都市階級・地方・大都市圏（２２）","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160015","00200563","013","全世帯・勤労者世帯（２），住宅・土地の購入・建築計画の有無（３），年間収入階級（１１），貯蓄・負債項目（２１），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160016","00200563","014","全世帯・勤労者世帯（２），住居の所有関係（３），住宅・土地の購入・建築計画の有無（３），年間収入五分位階級（６），貯蓄・負債項目（２１），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160017","00200563","015","全世帯・勤労者世帯（２），住居の所有関係（３），住宅・土地の購入・建築計画の有無（３），世帯主の年齢階級（１１），貯蓄・負債項目（２１），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160018","00200563","016","全世帯・勤労者世帯（２），住宅・土地の購入・建築計画の有無（３），住居の所有関係（６），貯蓄・負債項目（２１），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160019","00200563","017","全世帯・勤労者世帯（持家世帯）（２），住宅の建築時期（１２），貯蓄・負債項目（４６），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160020","00200563","018","全世帯・勤労者世帯（持家世帯）（２），住宅の建築時期（３），世帯主の年齢階級（１１），貯蓄・負債項目（４６），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160021","00200563","019","全世帯・勤労者世帯（負債保有世帯）（２），平均，住宅・土地の借入金のある世帯（２），年間収入階級（１１），貯蓄・負債項目（４５），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160022","00200563","020","全世帯・勤労者世帯（負債保有世帯）（２），平均，住宅・土地の借入金のある世帯（２），年間収入五分位階級（６），貯蓄・負債項目（４５），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160023","00200563","021","全世帯（負債保有世帯）（１），平均，住宅・土地の借入金のある世帯（２），世帯主の職業（１５），貯蓄・負債項目（４５），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160024","00200563","022","全世帯・勤労者世帯（負債保有世帯）（２），平均，住宅・土地の借入金のある世帯（２），世帯主の年齢階級（１１），貯蓄・負債項目（４５），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160025","00200563","023","全世帯・勤労者世帯（負債保有世帯）（２），平均，住宅・土地の借入金のある世帯（２），住居の所有関係（６），貯蓄・負債項目（４５），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160026","00200563","024","全世帯・勤労者世帯（２），年間収入階級（２１），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160027","00200563","02501","全世帯・勤労者世帯（２），年間収入五分位階級（６），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160028","00200563","02502","全世帯・勤労者世帯（２），年間収入十分位階級（１１），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160029","00200563","026","全世帯（１），世帯主の職業（１５），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160030","00200563","027","全世帯・勤労者世帯（２），世帯主の年齢階級（１１），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160031","00200563","028","全世帯・勤労者世帯（２），世帯人員（７），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160032","00200563","029","全世帯・勤労者世帯（２），住居の所有関係（６），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160033","00200563","030","全世帯・勤労者世帯（２），貯蓄現在高階級（１９），貯蓄・負債項目（５７），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160034","00200563","031","全世帯・勤労者世帯（２），貯蓄・負債項目（５７），全国・都市階級・地方・大都市圏（２２）","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160035","00200563","032","全世帯・勤労者世帯（負債保有世帯）（２），平均，住宅・土地の借入金のある世帯（２），年間収入階級（１１），貯蓄・負債項目（２８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160036","00200563","033","全世帯・勤労者世帯（負債保有世帯）（２），平均，住宅・土地の借入金のある世帯（２），各種世帯属性（５５），返済額の種類（８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160037","00200563","034","全世帯・勤労者世帯（２），年間収入階級（２１），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2008-02-14"
"0000160038","00200563","03501","全世帯・勤労者世帯（２），年間収入五分位階級（６），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160039","00200563","03502","全世帯・勤労者世帯（２），年間収入十分位階級（１１），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160040","00200563","036","全世帯（１），世帯主の職業（１５），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160041","00200563","037","全世帯・勤労者世帯（２），世帯主の年齢階級（１１），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160042","00200563","038","全世帯・勤労者世帯（２），世帯人員（７），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
"0000160043","00200563","039","全世帯・勤労者世帯（２），住居の所有関係（６），貯蓄・負債項目（４８），全国","平成4年貯蓄動向調査","-",0,"2007-08-31"
