"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003363259","00350410","1","統計表一覧 許可（指定）時期","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363274","00350410","10","統計表一覧 開店時間と閉店時間","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003366023","00350410","10","統計表一覧 開店時間と閉店時間（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363276","00350410","11","統計表一覧 営業時間","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003366024","00350410","11","統計表一覧 営業時間（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-25"
"0003363278","00350410","12","統計表一覧 店舗全体の売場面積","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363279","00350410","12","統計表一覧 店舗全体の売場面積（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363280","00350410","13","統計表一覧 たばこの売場面積","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363281","00350410","13","統計表一覧 たばこの売場面積（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363282","00350410","14","統計表一覧 店舗の売上高","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363283","00350410","14","統計表一覧 店舗の売上高（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363284","00350410","15","統計表一覧 店舗の仕入額","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363285","00350410","15","統計表一覧 店舗の仕入額（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363286","00350410","16","統計表一覧 仕入以外の経費等","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363287","00350410","16","統計表一覧 仕入以外の経費等（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363288","00350410","17","統計表一覧 たばこの年間売上高","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363289","00350410","17","統計表一覧 たばこの年間売上高（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363290","00350410","18","統計表一覧 店舗以外の収入","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363291","00350410","19","統計表一覧 店舗外収入の総額","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363292","00350410","19","統計表一覧 店舗外収入の総額（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363260","00350410","2","統計表一覧 経営形態","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363293","00350410","20","統計表一覧 店舗全体の年間粗利益","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363294","00350410","20","統計表一覧 店舗全体の年間粗利益（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363295","00350410","21","統計表一覧 たばこの年間粗利益","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363296","00350410","21","統計表一覧 たばこの年間粗利益（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363297","00350410","22","統計表一覧 店舗全体の粗利益に占めるたばこの粗利益","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363298","00350410","22","統計表一覧 店舗全体の粗利益に占めるたばこの粗利益（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363299","00350410","23","統計表一覧 店舗全体の年間営業利益","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363300","00350410","23","統計表一覧 店舗全体の年間営業利益（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363301","00350410","24","統計表一覧 店舗全体の年間営業利益＋店舗外収入の年間総額","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363302","00350410","24","統計表一覧 店舗全体の年間営業利益＋店舗外収入の年間総額（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363261","00350410","3","統計表一覧 総従業者数","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363262","00350410","3","統計表一覧 総従業者数（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363263","00350410","4","統計表一覧 たばこ従事者数","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363264","00350410","4","統計表一覧 たばこ従事者数（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363265","00350410","5","統計表一覧 店舗の経営者の年齢","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363266","00350410","5","統計表一覧 店舗の経営者の年齢（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363267","00350410","6","統計表一覧 世帯構成","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363268","00350410","6","統計表一覧 世帯構成　世帯員数（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363269","00350410","6","統計表一覧 世帯構成　世帯員年齢（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363270","00350410","7","統計表一覧 業種","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363271","00350410","8","統計表一覧 たばこの販売形態","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363272","00350410","9","統計表一覧 自動販売機の設置台数","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363273","00350410","9","統計表一覧 自動販売機の設置台数（平均値・中央値）","たばこ小売販売業経営実態調査","平成25年度","-","201304-201403","2019-11-26"
"0003363136","00350410","1","統計表一覧 許可（指定）時期","たばこ関連産業の実態等に関する調査",NA,"-","201604-201703","2019-11-26"
"0003363149","00350410","10","統計表一覧 たばこの販売形態","たばこ関連産業の実態等に関する調査",NA,"-","201604-201703","2019-11-26"
"0003363230","00350410","11","統計表一覧 自動販売機の設置台数","たばこ関連産業の実態等に関する調査",NA,"-","201604-201703","2019-11-26"
"0003363231","00350410","11","統計表一覧 自動販売機の設置台数（平均値・中央値）","たばこ関連産業の実態等に関する調査",NA,"-","201604-201703","2019-11-26"
"0003363232","00350410","12","統計表一覧 営業時間","たばこ関連産業の実態等に関する調査",NA,"-","201604-201703","2019-11-26"
