"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003408910","00400304","1-1","1.暴力行為 1－1　暴力行為の発生状況","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408911","00400304","1-1","1.暴力行為 ＜参考1＞学校の管理下・管理下以外における暴力行為発生件数の推移","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408912","00400304","1-1","1.暴力行為 ＜参考2＞学校の管理下・管理下以外における暴力行為発生率の推移(1,000人当たりの暴力行為発生件数)","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408913","00400304","1-1","1.暴力行為 ＜参考3＞学校の管理下における暴力行為発生件数の推移","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408914","00400304","1-1","1.暴力行為 ＜参考4＞学校の管理下における暴力行為発生率の推移(1,000人当たりの暴力行為発生件数)","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408915","00400304","1-1","1.暴力行為 ＜参考5＞学校の管理下以外における暴力行為発生件数の推移","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408916","00400304","1-1","1.暴力行為 ＜参考6＞学校の管理下以外における暴力行為発生率の推移(1,000人当たりの暴力行為発生件数)","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408917","00400304","1-2","1.暴力行為 1－2　学年別・男女別加害児童生徒数","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408918","00400304","1-3","1.暴力行為 1－3　加害児童生徒に対する学校の措置状況","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408919","00400304","1-3","1.暴力行為 ＜参考8＞加害児童生徒に対する学校の措置状況の推移","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
"0003408920","00400304","1-4","1.暴力行為 1－4　加害児童生徒に対する関係機関の措置状況","児童生徒の問題行動・不登校等生徒指導上の諸課題に関する調査","年度次",0,"2020-03-03"
