"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003027893","00450021","J1","施設数・構成割合・人口１０万対施設数，年次・施設の種類別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003027909","00450021","J10","病院数，病院－病床の種類・病床の規模別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026802","00450021","J100","一般診療所数（重複計上），救急医療体制・開設者別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026814","00450021","J101","一般診療所数，夜間救急対応の可否・診療科目（主たる診療科目）別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026760","00450021","J102","一般診療所数，夜間救急対応の可否・診療科目（単科）別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026771","00450021","J103","一般診療所数（重複計上），表示診療時間・開設者・診療所の種類（再掲）別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026781","00450021","J104","一般診療所数（重複計上），委託・病床の有無・開設者別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026798","00450021","J105","一般診療所数，受動喫煙防止対策・病床の有無・開設者別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026810","00450021","J106","一般診療所数，禁煙外来等・病床の有無・開設者別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026823","00450021","J107","一般診療所数，退院調整支援担当者の状況・開設者別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026793","00450021","J108","一般診療所数，レセプト処理用コンピューター・病床の有無・開設者別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026774","00450021","J109","一般診療所数（重複計上），電子カルテシステム・病床の有無・開設者","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026716","00450021","J11","病院数，開設者・病院の種類・病床の規模別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
"0003026807","00450021","J110","一般診療所数（重複計上），遠隔医療システム・診療科目（主たる診療科目）別","医療施設調査","平成２０年医療施設（静態・動態）調査","上巻",NA,"-",,"2025-03-13"
