"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003385932","00450100","1","産業(大・中分類)別 事業所規模別全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者1人平均労働損失日数（事業所規模30人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385950","00450100","10","事業所平均月間実労働時間階級別 産業（計・製造業・その他）、事業所規模別、度数率階級別事業所数の割合（事業所規模30人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385951","00450100","11","産業(製造業特定産業)別 度数率階級別事業所数の割合（事業所規模10～29人）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385942","00450100","2","産業(大・中分類)別 企業規模別全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者1人平均労働損失日数（事業所規模30人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385936","00450100","3","産業(製造業特定産業)別 全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者１人平均労働損失日数（事業所規模10～29人）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385937","00450100","4","産業(大・中分類)別 事業所規模、度数率階級別事業所数の割合（事業所規模30人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385943","00450100","7","特掲産業(小分類)別 事業場規模別全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者１人平均労働損失日数（事業所規模30人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385946","00450100","8","都道府県別 産業（大分類）別全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者１人平均労働損失日数（事業所規模100人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003385948","00450100","9","事業所平均月間実労働時間階級別 産業（計・製造業・その他）、事業所規模別、全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者１人平均労働損失日数（事業所規模30人以上）","労働災害動向調査","（統計表）一般産業","年次",0,"2024-11-12"
"0003361040","00450100","12","建設業(総合工事業)都道府県別 全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者１人平均労働損失日数","労働災害動向調査","（統計表）総合工事業","年次",0,"2024-11-12"
"0003385952","00450100","5","建設業(総合工事業)工事の種類別 請負金額区分別全度数率、不休災害度数率、労働不能程度別労働災害率及び死傷者１人平均労働損失日数","労働災害動向調査","（統計表）総合工事業","年次",0,"2024-11-12"
"0003385940","00450100","6","建設業(総合工事業)工事の種類別 度数率階級別工事現場数の割合","労働災害動向調査","（統計表）総合工事業","年次",0,"2024-11-12"
