"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003126861","00450437","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126862","00450437","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126904","00450437","10","統計表 社会保障財源の項目別推移","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126905","00450437","11","統計表 社会保障財源の項目別推移（平成14～18年度）","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126863","00450437","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126864","00450437","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126865","00450437","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126899","00450437","5","統計表 高齢者関係給付費の推移","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126900","00450437","6","統計表 児童・家族関係給付費の推移","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126901","00450437","7","統計表 制度別社会保障給付費の推移","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126902","00450437","8","統計表 機能別社会保障給付費の推移（平成14～18年度）","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126903","00450437","9","統計表 平成18年度社会保障費用","社会保障給付費","平成18年度社会保障給付費","年度次",,"2024-07-18"
"0003126828","00450437","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126829","00450437","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126871","00450437","10","統計表 社会保障財源の項目別推移","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126872","00450437","11","統計表 社会保障財源の項目別推移（平成13～17年度）","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126830","00450437","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126831","00450437","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126832","00450437","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126866","00450437","5","統計表 高齢者関係給付費の推移","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126867","00450437","6","統計表 児童・家族関係給付費の推移","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126868","00450437","7","統計表 制度別社会保障給付費の推移","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126869","00450437","8","統計表 機能別社会保障給付費の推移（平成13～17年度）","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
"0003126870","00450437","9","統計表 平成17年度社会保障費用","社会保障給付費","平成17年度社会保障給付費","年度次",,"2024-07-18"
