"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004025340","00450381","医業・介護収益に占める介護収益の割合が２％未満の医療機関等の集計【損益状況】（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025341","00450381","入院基本料別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025342","00450381","在宅療養支援歯科診療所の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025343","00450381","保険薬局　後発医薬品割合別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025344","00450381","保険薬局　後発医薬品割合別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025345","00450381","保険薬局　調剤報酬等の算定状況別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025346","00450381","保険薬局　調剤報酬等の算定状況別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025347","00450381","保険薬局　店舗数（同一グループの保険調剤を行っている店舗数）別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025348","00450381","保険薬局　店舗数（同一グループの保険調剤を行っている店舗数）別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025349","00450381","保険薬局　調剤基本料等別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025350","00450381","保険薬局　調剤基本料等別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025351","00450381","保険薬局　立地別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025352","00450381","一般病院　病床規模別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025353","00450381","保険薬局　立地別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025354","00450381","保険薬局　特定の保険医療機関との不動産の賃貸借関係（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025355","00450381","保険薬局　特定の保険医療機関との不動産の賃貸借関係（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025356","00450381","院外処方率別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025357","00450381","院外処方率別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025358","00450381","地域別の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025359","00450381","地域別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025360","00450381","損益差額階級別施設数（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025361","00450381","最頻損益差額階級の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025362","00450381","最頻損益差額階級の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025363","00450381","一般病院　病床規模別の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025364","00450381","損益差額及び損益率の状況（１施設当たり）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025365","00450381","重点医療機関・協力医療機関等の損益の状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025366","00450381","重点医療機関・協力医療機関等の損益の状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025367","00450381","新型コロナウイルス感染症入院患者等の受入実績別の損益の状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025368","00450381","新型コロナウイルス感染症入院患者等の受入実績別の損益の状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025369","00450381","診療・検査医療機関の損益の状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025370","00450381","診療・検査医療機関の損益の状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025371","00450381","新型コロナウイルス感染症疑い患者の受入状況別の損益の状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025372","00450381","新型コロナウイルス感染症疑い患者の受入状況別の損益の状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025373","00450381","一般病院　１００床当たりの損益状況","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025374","00450381","一般病院　１００床当たりの損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025375","00450381","療養病床６０％以上の一般病院の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025376","00450381","療養病床６０％以上の一般病院の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025377","00450381","療養病床を有しない病院の損益状況（１施設当たり損益）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
"0004025378","00450381","療養病床を有しない病院の損益状況（施設数等）","第２３回医療経済実態調査（医療機関等調査）","報告","-","202101-202112","2025-05-10"
