"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004013460","00450433","1","食料の困窮経験（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-03-01"
"0004022103","00450433","10","生活における相対的剥奪の状況，等価可処分所得階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022104","00450433","11","生活における相対的剥奪の状況，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022105","00450433","12","現在の暮らし向き（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022106","00450433","13","現在の暮らし向き，性・年齢階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022107","00450433","14","現在の暮らし向き，等価可処分所得階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022108","00450433","15","現在の暮らし向き，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013466","00450433","16","普段の会話頻度（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022109","00450433","17","普段の会話頻度，性・年齢階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022110","00450433","18","普段の会話頻度，等価可処分所得階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013467","00450433","19","普段の会話頻度，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022100","00450433","2","食料の困窮経験，等価可処分所得階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013468","00450433","20","頼れる人の有無（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013469","00450433","21","頼れる人の有無，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013461","00450433","3","食料の困窮経験，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013462","00450433","4","衣料の困窮経験（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022101","00450433","5","衣料の困窮経験，等価可処分所得階級別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013463","00450433","6","衣料の困窮経験，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013464","00450433","7","過去1年間の公共料金等の未払い・滞納経験（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004013465","00450433","8","過去1年間の公共料金等の未払い・滞納経験，世帯タイプ別","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
"0004022102","00450433","9","生活における相対的剥奪の状況（時系列データ）","2022年 生活と支え合いに関する調査","2022年 生活と支え合いに関する調査","-",202207,"2024-11-22"
