"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003131558","00200211","(1)ラスパイレス指数 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131560","00200211","(2)平均年齢・平均給与月額等 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131595","00200211","(1)ラスパイレス指数 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131596","00200211","(2)平均年齢・平均給与月額等 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131613","00200211","(1)ラスパイレス指数 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131615","00200211","(2)平均年齢・平均給与月額等 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131704","00200211","(4)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131705","00200211","(5)期末・勤勉手当の支給状況 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131706","00200211","(6)退職手当の支給状況 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131723","00200211","(3)地域手当支給率等 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131733","00200211","(3)地域手当支給率等 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131738","00200211","(3)地域手当支給率等 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131741","00200211","(4)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131757","00200211","(4)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131759","00200211","(6)退職手当の支給状況 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131760","00200211","(6)退職手当の支給状況 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131761","00200211","(7)技能労務職員等の平均給与月額・各種手当の支給状況 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131763","00200211","(7)技能労務職員等の平均給与月額・各種手当の支給状況 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131765","00200211","(7)技能労務職員等の平均給与月額・各種手当の支給状況 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131773","00200211","(5)期末・勤勉手当の支給状況 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131774","00200211","(5)期末・勤勉手当の支給状況 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131911","00200211","(8)知事（市区町村長）・副知事（副市区町村長）・出納長（収入役）の平均給料月額 政令指定都市","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131926","00200211","(8)知事（市区町村長）・副知事（副市区町村長）・出納長（収入役）の平均給料月額 都道府県","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131958","00200211","(8)知事（市区町村長）・副知事（副市区町村長）・出納長（収入役）の平均給料月額 市区町村","平成20年　地方公共団体別給与等の比較","-","200801-200812","2016-03-31"
"0003131977","00200211","(1)ラスパイレス指数及び平均年齢・平均給与月額等 都道府県 ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132060","00200211","(1)ラスパイレス指数及び平均年齢・平均給与月額等 市区町村 ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132114","00200211","(1)ラスパイレス指数及び平均年齢・平均給与月額等 政令指定都市 ラスパイレス指数及び平均年齢・平均給与月額等（一般行政職）","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132120","00200211","(1)ラスパイレス指数及び平均年齢・平均給与月額等 政令指定都市 【参考】職員区分における平均年齢・平均給与月額等","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132155","00200211","(1)ラスパイレス指数及び平均年齢・平均給与月額等 市区町村 【参考】職員区分における平均年齢・平均給与月額等","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132176","00200211","(1)ラスパイレス指数及び平均年齢・平均給与月額等 都道府県 【参考】職員区分における平均年齢・平均給与月額等","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132181","00200211","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 都道府県","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132220","00200211","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 政令指定都市","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132239","00200211","(2)職員１人当たり諸手当月額の内訳（特殊勤務手当を含む） 市区町村","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132931","00200211","(4)退職手当の支給状況 政令指定都市","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132963","00200211","(3)期末・勤勉手当の支給状況 都道府県","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132965","00200211","(3)期末・勤勉手当の支給状況 政令指定都市","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132972","00200211","(4)退職手当の支給状況 都道府県","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132983","00200211","(3)期末・勤勉手当の支給状況 市区町村","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003132994","00200211","(4)退職手当の支給状況 市区町村","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003133004","00200211","(5)技能労務職員等の平均給与月額・各種手当の支給状況 市区町村","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003133023","00200211","(5)技能労務職員等の平均給与月額・各種手当の支給状況 都道府県","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003133024","00200211","(5)技能労務職員等の平均給与月額・各種手当の支給状況 政令指定都市","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003133063","00200211","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額 都道府県","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003133064","00200211","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額 政令指定都市","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
"0003133079","00200211","(6)知事（市区町村長）・副知事（副市区町村長）の平均給料月額 市区町村","平成25年　地方公共団体別給与等の比較","-","201301-201312","2016-03-31"
