"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003299623","00650401","1","基本項目（世帯・住宅）別-世帯人数、住宅の建て方等","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003299609","00650401","2-1","基本項目（世帯・住宅）別-機器の使用数量（テレビ～電動オートバイ・スクーター）","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003299640","00650401","2-3","基本項目（世帯・住宅）別-機器の製造時期（テレビ1台目～エアコン5台目）","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003313380","00650401","2-4","基本項目（世帯・住宅）別-機器の種類（テレビ1台目の種類～エアコン5台目の種類）","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003313382","00650401","2-5","基本項目（世帯・住宅）別-機器の使用状況（テレビの使用時間～エアコンの使用時間）","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003313384","00650401","2-6","基本項目（世帯・住宅）別-機器の種類（給湯器の種類～自動車の実際の燃費（3台目）)","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302860","00650401","2-7","基本項目（世帯・住宅）別-照明使用状況","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302861","00650401","2-8","建て方別・世帯類型別-太陽電池の総容量","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302862","00650401","3-1","基本項目（世帯・住宅）別・機器の使用状況別-暖房使用状況（暖房の仕方～床暖房使用状況）","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302863","00650401","3-2","基本項目（世帯・住宅）別・機器の使用状況別-暖房使用状況（最も使用時間の長い暖房機器～暖房室数）","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302864","00650401","3-3","基本項目（世帯・住宅）別・機器の使用状況別-入浴状況、冬のお湯の使い方","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302493","00650401","3-4","基本項目（世帯・住宅）別・機器の使用状況別-調理食数","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302500","00650401","3-5","基本項目（世帯・住宅）別・機器の使用状況別-省エネルギー行動実施状況","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
"0003302120","00650401","3-6","基本項目（世帯・住宅）別・自動車の使用状況別-自動車使用頻度","家庭からの二酸化炭素排出量の推計に係る実態調査　全国試験調査","全国","-","201501-201512","2019-03-27"
