"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003101230","00400004","1","教育委員会数・教育委員会事務局の社会教育関係職員数（全国）","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101195","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　１．営利社会教育事業者　（２） 諸集会　教育委員会数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101196","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　２．非営利社会教育事業者　（１）学級・講座　教育委員会数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101197","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　２．非営利社会教育事業者　（２） 諸集会　教育委員会数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101209","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　１．営利社会教育事業者　（１） 学級・講座　件数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101210","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　１．営利社会教育事業者　（２） 諸集会　件数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101211","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　２．非営利社会教育事業者　（１） 学級・講座　件数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101212","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　２．非営利社会教育事業者　（２） 諸集会　件数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101227","00400004","10","教育委員会における民間社会教育事業者との連携・協力状況　１．営利社会教育事業者　（１）学級・講座　教育委員会数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101213","00400004","11","設置目的別 関係法人数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101179","00400004","12","都道府県知事部局・市町村長部局における学級・講座の開設状況　１.　学級・講座数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101229","00400004","12","都道府県知事部局・市町村長部局における学級・講座の開設状況　２.　学級生・受講者数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101245","00400004","13","都道府県知事部局・市町村長部局における学級・講座を実施した関連施設数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101177","00400004","14","都道府県知事部局・市町村長部局における諸集会の実施状況","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101214","00400004","15","都道府県知事部局・市町村長部局における指導者研修事業の実施状況","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101215","00400004","16","都道府県知事部局・市町村長部局における情報提供方法","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101178","00400004","2","教育委員会数・教育委員会事務局の社会教育関係職員数（都道府県別） 1.教育委員会数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101246","00400004","2","教育委員会数・教育委員会事務局の社会教育関係職員数（都道府県別） 2 社会教育関係職員数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101166","00400004","3","社会体育担当職員を設置する教育委員会数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101142","00400004","4","社会教育主事・社会教育主事補の設置状況","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101186","00400004","5","社会教育委員・社会教育関係指導員の設置状況","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101216","00400004","6","教育委員会における社会教育事業の実施状況","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101231","00400004","6","教育委員会における社会教育事業の実施状況　(都道府県別)","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101101","00400004","7","教育委員会における社会教育学級・講座の開設状況（全国）　１． 学級・講座数　 （３） 計のうち知事（首長）部局との共催，17時以降実施，土・日実施及び託児サービスを実施 －学習内容別－","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101102","00400004","7","教育委員会における社会教育学級・講座の開設状況（全国）　２． 学級生・受講者数","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101169","00400004","7","教育委員会における社会教育学級・講座の開設状況（全国）　１． 学級・講座数　 （２） 計 －対象別・学習内容別－","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
"0003101187","00400004","7","教育委員会における社会教育学級・講座の開設状況（全国）　１． 学級・講座数　 （１） 計 －開設場所別－","社会教育調査","平成１７年度","統計表","社会教育行政調査","-",,"2019-11-12"
