"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003274048","00250003","1","被疑事件の推移 被疑事件の受理，既済及び未済件数の累年比較　（1882年～1950年）","検察統計","年次",,"2024-06-03"
"0003276780","00250003","1","罪名別　被疑事件の受理人員","検察統計","月次",,"2025-06-02"
"0003274058","00250003","10","被疑事件の受理及び処理状況 検察庁別　道路交通法等違反被疑事件の受理、既済及び未済の人員　－　年次別","検察統計","年次",,"2024-11-18"
"0003274059","00250003","10","被疑事件の受理及び処理状況 検察庁別　道路交通法等違反被疑事件の受理、既済及び未済の人員　－　検察庁別","検察統計","年次",,"2024-09-27"
"0003283323","00250003","11","被疑事件の受理及び処理状況 最高検、高検及び地検管内別　罪名別被疑事件の通常受理、起訴、起訴猶予及び家庭裁判所送致の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274061","00250003","12","被疑事件の受理及び処理状況 地検管内別　人口１０万人に対する主要罪名別被疑事件の通常受理人員","検察統計","年次",,"2024-11-18"
"0003274062","00250003","13","外国人被疑事件の受理及び処理状況 最高検、高検及び地検管内別　外国人被疑事件の受理、既済及び未済の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-04"
"0003274063","00250003","14","外国人被疑事件の受理及び処理状況 最高検、高検及び地検管内別　外国人被疑事件の国籍別通常受理人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-04"
"0003274064","00250003","15","外国人被疑事件の受理及び処理状況 国籍及び罪名別　外国人被疑事件の受理、既済及び未済の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　国籍別　","検察統計","年次",,"2024-10-04"
"0003274065","00250003","15","外国人被疑事件の受理及び処理状況 国籍及び罪名別　外国人被疑事件の受理、既済及び未済の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　罪名別　","検察統計","年次",,"2024-11-18"
"0003282742","00250003","16","外国人被疑事件の受理及び処理状況 罪名別　外国人被疑事件の国籍別通常受理人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274067","00250003","17","外国人被疑事件の受理及び処理状況 最高検、高検及び地検管内別　起訴又は起訴猶予の処分に付した外国人被疑事件の罪名別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274068","00250003","18","外国人被疑事件の受理及び処理状況 罪名別　起訴又は起訴猶予の処分に付した外国人被疑事件の国籍別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－ 　－　処理時年齢別・性別　別","検察統計","年次",,"2024-10-17"
"0003274069","00250003","18","外国人被疑事件の受理及び処理状況 罪名別　起訴又は起訴猶予の処分に付した外国人被疑事件の国籍別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－ 　－　罪名別","検察統計","年次",,"2024-11-18"
"0003274070","00250003","19","外国人被疑事件の受理及び処理状況 最高検、高検及び地検管内別　来日外国人被疑事件の受理、既済及び未済の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-17"
"0003274049","00250003","2","被疑事件の推移 被疑事件の受理、既済及び未済人員の累年比較　（1918年～）","検察統計","年次",,"2024-09-27"
"0003276781","00250003","2","罪名別　被疑事件の処理人員","検察統計","月次",,"2025-06-02"
"0003274071","00250003","20","外国人被疑事件の受理及び処理状況 最高検、高検及び地検管内別　来日外国人被疑事件の国籍別通常受理人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-17"
"0003274072","00250003","21","外国人被疑事件の受理及び処理状況 国籍及び罪名別　来日外国人被疑事件の受理、既済及び未済の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　国籍別","検察統計","年次",,"2024-10-17"
"0003275217","00250003","21","外国人被疑事件の受理及び処理状況 国籍及び罪名別　来日外国人被疑事件の受理、既済及び未済の人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　罪名別","検察統計","年次",,"2024-11-18"
"0003274073","00250003","22","外国人被疑事件の受理及び処理状況 罪名別　来日外国人被疑事件の国籍別通常受理人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274074","00250003","23","外国人被疑事件の受理及び処理状況 最高検、高検及び地検管内別　起訴又は起訴猶予の処分に付した来日外国人被疑事件の罪名別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274075","00250003","24","外国人被疑事件の受理及び処理状況 罪名別　起訴又は起訴猶予の処分に付した来日外国人被疑事件の国籍別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　処理時年齢別・性別　別","検察統計","年次",,"2024-10-17"
"0003274076","00250003","24","外国人被疑事件の受理及び処理状況 罪名別　起訴又は起訴猶予の処分に付した来日外国人被疑事件の国籍別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　罪名別","検察統計","年次",,"2024-11-18"
"0003274077","00250003","25","少年被疑事件の受理及び処理状況 高検及び地検管内別　少年被疑事件（少年法第20条第１項又は第62条第１項の規定により家庭裁判所から送致された事件を除く。）の受理、既済及び未済の人員","検察統計","年次",,"2024-10-17"
"0003274078","00250003","26","少年被疑事件の受理及び処理状況 高検及び地検管内別　少年法第20条第１項又は第62条第１項の規定により家庭裁判所から送致された事件の受理、既済及び未済の人員","検察統計","年次",,"2024-10-17"
"0003274079","00250003","27","少年被疑事件の受理及び処理状況 罪名別　少年被疑事件（少年法第20条第１項又は第62条第１項の規定により家庭裁判所から送致された事件を除く。）の受理、既済及び未済の人員","検察統計","年次",,"2024-11-18"
"0003274080","00250003","28","少年被疑事件の受理及び処理状況 罪名別　少年法第20条第１項又は第62条第１項の規定により家庭裁判所から送致された事件の受理、既済及び未済の人員","検察統計","年次",,"2024-11-18"
"0003274081","00250003","29","少年被疑事件の受理及び処理状況 高検及び地検管内別　少年被疑事件の罪名別通常受理人員","検察統計","年次",,"2024-11-18"
"0003274050","00250003","3","被疑事件の推移 被疑事件の罪名別通常受理人員の累年比較　（1991年～）","検察統計","年次",,"2024-11-26"
"0003276782","00250003","3","最高検、高検及び地検管内別　被疑事件の受理及び処理人員（道路交通法等違反被疑事件を除く。）","検察統計","月次",,"2025-06-02"
"0003274082","00250003","30","被疑事件の処理期間 最高検、高検及び地検管内別　被疑事件の総数及び告訴、告発事件の処理期間別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274083","00250003","31","被疑事件の処理期間 既済事由別　被疑事件の処理期間別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274084","00250003","32","被疑事件の処理期間 捜査の端緒別　被疑事件の処理期間別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274085","00250003","33","被疑事件の処理期間 逮捕及び勾留別　被疑事件の処理期間別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274086","00250003","34","被疑事件の処理期間 最高検、高検及び地検管内別　未済となった被疑事件の未済期間別人員　－道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-17"
"0003274087","00250003","35","被疑事件の処理期間 最高検、高検及び地検管内別　未済となった道路交通法等違反被疑事件の未済期間別人員","検察統計","年次",,"2024-10-17"
"0003274088","00250003","36","被疑事件の捜査の端緒 最高検、高検及び地検管内別　既済となった被疑事件の捜査の端緒別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-17"
"0003274089","00250003","37","被疑事件の捜査の端緒 罪名別　既済となった被疑事件の捜査の端緒別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003274090","00250003","38","被疑事件の捜査の端緒 既済事由別　既済となった被疑事件の捜査の端緒別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-11-18"
"0003287467","00250003","39","被疑者の逮捕及び勾留 最高検、高検及び地検管内別　既済となった事件の被疑者の逮捕及び逮捕後の措置別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-21"
"0003274051","00250003","4","被疑事件の推移 少年被疑事件の罪名別通常受理人員の累年比較　（1991年～）","検察統計","年次",,"2024-11-26"
"0003276783","00250003","4","最高検、高検及び地検管内別　道路交通法等違反被疑事件の受理及び処理人員","検察統計","月次",,"2025-06-02"
"0003287468","00250003","40","被疑者の逮捕及び勾留 最高検、高検及び地検管内別　既済となった事件の被疑者の勾留後の措置、勾留期間別及び勾留期間延長の許可、却下別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－","検察統計","年次",,"2024-10-21"
"0003274093","00250003","41","被疑者の逮捕及び勾留 罪名別　既済となった事件の被疑者の逮捕及び逮捕後の措置別人員　－自動車による過失致死傷等及び道路交通法等違反被疑事件を除く－　－　処理時年齢別・性別　別","検察統計","年次",,"2024-10-21"
