"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003364040","00500606","1","都道府県別統計表 収穫共済　引受　都道府県別計","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364041","00500606","1","都道府県別統計表 収穫共済　引受　共済目的の種類別","果樹共済統計表","確報",NA,"年次",,"2020-10-21"
"0003364035","00500606","1-1","全国統計表 引受及び被害・支払（年産別）　収穫共済","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364036","00500606","1-2","全国統計表 引受及び被害・支払（年産別）　樹体共済","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003400116","00500606","10","都道府県別統計表 収穫共済　果実１kg当たりの価額(農林水産省告示)","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364532","00500606","11","都道府県別統計表 収穫共済　責任保険歩合別組合等数　共済目的の種類別","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364533","00500606","12","都道府県別統計表 収穫共済　通常・異常災害別組合等数","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364037","00500606","2","全国統計表 引受及び被害・支払（共済目的の種類等別）　収穫共済","果樹共済統計表","確報",NA,"年次",,"2020-10-21"
"0003364042","00500606","2","都道府県別統計表 収穫共済　被害・支払　都道府県別計","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364043","00500606","2","都道府県別統計表 収穫共済　被害・支払　共済目的の種類別","果樹共済統計表","確報",NA,"年次",,"2020-10-21"
"0003364044","00500606","3","都道府県別統計表 収穫共済　収支　都道府県別計","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364045","00500606","3","都道府県別統計表 収穫共済　収支　共済目的の種類別","果樹共済統計表","確報",NA,"年次",,"2020-10-21"
"0003364038","00500606","3-1","全国統計表 収支　収穫共済","果樹共済統計表","確報",NA,"年次",,"2020-10-21"
"0003364039","00500606","3-2","全国統計表 収支　樹体共済","果樹共済統計表","確報",NA,"年次",,"2020-10-14"
"0003364048","00500606","4","都道府県別統計表 収穫共済　面積引受率等　共済目的の種類別","果樹共済統計表","確報",NA,"年次",,"2020-10-21"
