"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003208066","00500211","1-1","一覧表 全国農業地域別　農業経営体 キ  農業労働力 （雇用者、常雇い、臨時雇い）","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208067","00500211","1-1","一覧表 全国農業地域別　農業経営体 サ  農産物販売金額１位の部門別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208141","00500211","1-1","一覧表 全国農業地域別　農業経営体 ア  農業経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208142","00500211","1-1","一覧表 全国農業地域別　農業経営体 エ  借入耕地の状況","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208143","00500211","1-1","一覧表 全国農業地域別　農業経営体 ク  農産物販売金額規模別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208144","00500211","1-1","一覧表 全国農業地域別　農業経営体 シ  農業経営組織別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208160","00500211","1-1","一覧表 全国農業地域別　農業経営体 イ  農業生産関連事業に取り組んでいる経営体の取組形態別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208161","00500211","1-1","一覧表 全国農業地域別　農業経営体 オ  経営耕地面積規模別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208162","00500211","1-1","一覧表 全国農業地域別　農業経営体 ケ  農産物の出荷先別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208180","00500211","1-1","一覧表 全国農業地域別　農業経営体 ウ  経営耕地の状況","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208181","00500211","1-1","一覧表 全国農業地域別　農業経営体 カ　販売目的の水稲の作付面積規模別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
"0003208182","00500211","1-1","一覧表 全国農業地域別　農業経営体 コ  農産物の売上１位の出荷先別経営体数","農業構造動態調査","確報","平成28年農業構造動態調査結果",NA,"年次","201601-201612","2023-03-28"
