"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003156764","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 腐朽・破損の有無（2区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156765","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 所有者の年齢（7区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156766","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 所有者の住んでいる住宅（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156800","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 市町村の属性（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156801","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 敷地に接している道路の幅員（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156802","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 建築時期（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156803","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 主な管理者（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156804","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 管理の頻度（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156820","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 構造（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156821","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 所有者の自宅等からの距離（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156822","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 住宅を取得した経緯（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156823","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 利用状況（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156840","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 延べ床面積（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156841","00600640","1","１　調査対象住宅の所有状況と調査時点での居住状況 調査対象住宅の所有状況（8区分） 人が住まなくなってからの期間（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156936","00600640","10","３　所有者の属性等 土地の所有者（2区分） 構造（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156937","00600640","10","３　所有者の属性等 土地の所有者（2区分） 腐朽・破損の有無（2区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156938","00600640","10","３　所有者の属性等 土地の所有者（2区分） 建築時期（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156939","00600640","10","３　所有者の属性等 土地の所有者（2区分） 所有者の住んでいる住宅（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156952","00600640","10","３　所有者の属性等 土地の所有者（2区分） 敷地に接している道路の幅員（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156953","00600640","10","３　所有者の属性等 土地の所有者（2区分） 延べ床面積（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003156954","00600640","10","３　所有者の属性等 土地の所有者（2区分） 所有者の年齢（7区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157008","00600640","10","３　所有者の属性等 土地の所有者（2区分） 所有者の自宅等からの距離（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157009","00600640","10","３　所有者の属性等 土地の所有者（2区分） 利用状況（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157021","00600640","10","３　所有者の属性等 土地の所有者（2区分） 市町村の属性（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157022","00600640","10","３　所有者の属性等 土地の所有者（2区分） 住宅を取得した経緯（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157023","00600640","10","３　所有者の属性等 土地の所有者（2区分） 管理の頻度（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157040","00600640","10","３　所有者の属性等 土地の所有者（2区分） 人が住まなくなってからの期間（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157041","00600640","10","３　所有者の属性等 土地の所有者（2区分） 主な管理者（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157010","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 敷地に接している道路の幅員（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157011","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 建築時期（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157012","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 延べ床面積（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157013","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 所有者の住んでいる住宅（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157014","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 所有者の自宅等からの距離（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157015","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 住宅を取得した経緯（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157016","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 利用状況（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157017","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 人が住まなくなってからの期間（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157018","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 主な管理者（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157042","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 市町村の属性（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157043","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 構造（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157044","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 腐朽・破損の有無（2区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157045","00600640","11","３　所有者の属性等 所有者の年齢（7区分） 管理の頻度（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157046","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 市町村の属性（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157047","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 構造（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157048","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 敷地に接している道路の幅員（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157049","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 腐朽・破損の有無（2区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157050","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 建築時期（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157051","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 延べ床面積（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157052","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 所有者の年齢（7区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157053","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 所有者の住んでいる住宅（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157054","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 住宅を取得した経緯（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157055","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 利用状況（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157056","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 人が住まなくなってからの期間（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157057","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 主な管理者（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157058","00600640","12","３　所有者の属性等 所有者の自宅等からの距離（5区分） 管理の頻度（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157019","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 住宅を取得した経緯（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157024","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 敷地に接している道路の幅員（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157025","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 建築時期（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157026","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 所有者の年齢（7区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157027","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 所有者の自宅等からの距離（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157028","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 管理の頻度（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157059","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 市町村の属性（4区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157060","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 構造（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157061","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 腐朽・破損の有無（2区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157062","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 主な管理者（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157080","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 延べ床面積（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157081","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 人が住まなくなってからの期間（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157100","00600640","13","３　所有者の属性等 所有者の住んでいる住宅（5区分） 利用状況（8区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157029","00600640","14","４　利用状況 利用状況（8区分） 構造（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157030","00600640","14","４　利用状況 利用状況（8区分） 腐朽・破損の有無（2区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157031","00600640","14","４　利用状況 利用状況（8区分） 延べ床面積（6区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157032","00600640","14","４　利用状況 利用状況（8区分） 所有者の住んでいる住宅（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157033","00600640","14","４　利用状況 利用状況（8区分） 所有者の自宅等からの距離（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157034","00600640","14","４　利用状況 利用状況（8区分） 人が住まなくなってからの期間（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
"0003157035","00600640","14","４　利用状況 利用状況（8区分） 管理の頻度（5区分）","平成26年空家実態調査","-","201401-201412","2017-03-08"
