"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003368814","00400201","1　学校種別の学習費","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368815","00400201","2　学年（年齢）別，所在市町村の人口規模（学科）別の学習費 幼稚園","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368816","00400201","2　学年（年齢）別，所在市町村の人口規模（学科）別の学習費 小学校","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368817","00400201","2　学年（年齢）別，所在市町村の人口規模（学科）別の学習費 中学校","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368818","00400201","2　学年（年齢）別，所在市町村の人口規模（学科）別の学習費 高等学校（全日制）　","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368819","00400201","3　学年（年齢）別，所在市町村の人口規模（学科）別の学習費支出状況 幼稚園","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368820","00400201","3　学年（年齢）別，所在市町村の人口規模（学科）別の学習費支出状況 小学校","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368821","00400201","3　学年（年齢）別，所在市町村の人口規模（学科）別の学習費支出状況 中学校","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368822","00400201","3　学年（年齢）別，所在市町村の人口規模（学科）別の学習費支出状況 高等学校（全日制）","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368823","00400201","4　項目別経費の金額段階別幼児・児童・生徒の構成比","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368824","00400201","5　世帯の年間収入段階別，項目別経費の金額段階別構成比","子供の学習費調査","年度次","201604-201703","2019-11-28"
"0003368825","00400201","6　年次統計（学校種別支出項目の推移）","子供の学習費調査","年度次","201604-201703","2019-11-28"
