"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003365832","00450321","1-1-1","組合数（都道府県、組合種類・連合会、活動状況別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003365833","00450321","1-1-1","組合数（供給高・共済掛金等収入、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361563","00450321","1-1-10","剰余金割戻額、実施組合数（割戻種類、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003365836","00450321","1-1-2","会員・組合員数（都道府県、連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003391091","00450321","1-1-2","組合員数（都道府県、組合種類別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003391055","00450321","1-1-3","組合数、組合員数、払込済出資金額（事業種目、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361495","00450321","1-1-4","組合数（出資金一口の金額・一人当たりの平均出資金額階級、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361496","00450321","1-1-4","出資金一口の平均金額・一人当たりの平均出資金額（組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361498","00450321","1-1-6","組合数（払込済出資金額階級、当期剰余別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361499","00450321","1-1-6","組合数（払込済出資金額階級、黒字・赤字、地域・職域別）","消費生活協同組合（連合会）実態調査","年度次",,"2020-06-24"
"0003391052","00450321","1-1-6","組合数（払込済出資金額階級、経常剰余別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361502","00450321","1-1-7","組合数（総代数階級、経常剰余別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003368811","00450321","1-1-7","組合数（組合員数階級、経常剰余・当期剰余別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003368812","00450321","1-1-7","組合数（組合員数階級、黒字・赤字、地域・職域別）","消費生活協同組合（連合会）実態調査","年度次",,"2020-06-24"
"0003361503","00450321","1-1-8","共済事業組合数（組合員数階級、総代数階級別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361504","00450321","1-1-8","共済事業組合数（組合員数階級、受入掛金額別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361505","00450321","1-1-9","供給事業組合数（組合員数階級、総代数階級別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361562","00450321","1-1-9","供給事業組合数（組合員数階級、経常剰余・当期剰余別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-24"
"0003361636","00450321","1-10-1","組合員活動実施組合数（都道府県、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-27"
"0003361637","00450321","1-10-2","組合員活動延べ参加人数・活動回数・活動費用（都道府県、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-27"
"0003361638","00450321","1-10-5","組合員活動実施組合数(都道府県、活動種類別)","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-27"
"0003411106","00450321","1-10-5","教育事業等費（都道府県、組合種類・連合会別）","消費生活協同組合（連合会）実態調査","年度次",,"2021-09-27"
