"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003344475","00400502","A-1","教員 教員 属性別の集計状況×【所属組織の種別】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344476","00400502","A-1","教員 教員 属性別の集計状況×【所属組織の設置形態】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344477","00400502","A-1","教員 教員 属性別の集計状況×【所属組織の学問分野】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344581","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【性別】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344582","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【職位】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344583","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【年齢階層】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344584","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【所属組織の種別】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344585","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【所属組織の設置形態】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344586","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【回答者の専門分野】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344587","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【最終学位】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344588","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【兼務の状況】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344589","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【国籍】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344590","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【配偶者の有無】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344591","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【任期の有無】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
"0003344592","00400502","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【平成20年3月31日時点の勤務先】","大学等におけるフルタイム換算データに関する調査","平成２０年度","-","200804-200903","2019-12-26"
