"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003364953","00650303","1","都道府県別法に基づく規制地域を有する市区町村数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003364115","00650303","10","規制地域の敷地境界線における測定事業場数及び測定結果","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003364031","00650303","11","都道府県別臭気判定士免状の所有者数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003356654","00650303","12","悪臭物質の測定を行った場合の委託の有無","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003356655","00650303","13","悪臭防止法第10条第１項（事故時の措置）に基づき通報のあった件数および第３項に基づき命令した件数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003356564","00650303","2","都道府県別苦情件数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003356565","00650303","3","業種別苦情件数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003356566","00650303","4","地方公共団体別悪臭苦情処理状況","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003364111","00650303","5","業種別悪臭苦情処理状況","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003364112","00650303","6","業種別法に基づく改善勧告・改善命令件数の推移","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003364113","00650303","7","悪臭防止設備設置状況","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003356650","00650303","8","地方公共団体別測定事業場数及び測定検体数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
"0003364114","00650303","9","業種別測定事業場数及び測定検体数","平成30年度悪臭防止法施行状況調査","年度次",0,"2019-11-09"
