"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003356290","00450291","1","常時委託している家内労働者規模別委託者数の割合","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356299","00450291","10","業種、経済的援助の内容別委託者数の割合（M.A.）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356300","00450291","11","業種、経済的援助の内容別年間1人当たり援助額（M.A.）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356301","00450291","11","業種、危険有害業務の内容別委託者数の割合（M.A.）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356302","00450291","12","業種、安全衛生対策内容別委託者数の割合（M.A.）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356310","00450291","2","業種、委託理由別委託者数の割合（M.A.2つまで）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356291","00450291","3","業種、過去1年間の委託量の変動理由別委託者数の割合（M.A.2つまで）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356292","00450291","4","業種、今後1年間の委託量を減らしたい又は委託を中止したい委託者の理由別委託者数の割合（M.A.2つまで）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356293","00450291","5","業種、委託契約の方法別委託者数の割合","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356294","00450291","6","業種、不良品の取扱いの取り決めの有無別委託者数の割合","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356295","00450291","6","業種、不良品の実際の取扱い別委託者数の割合","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356296","00450291","7","業種、家内労働者の募集方法別委託者数の割合","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356297","00450291","8","業種、工賃の決定時期別委託者数の割合","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356298","00450291","9","業種、工賃決定要素別委託者数の割合（M.A.2つまで）","家内労働等実態調査","委託者調査","-",0,"2019-11-22"
"0003356392","00450291","1","年齢階級、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362859","00450291","1","年齢階級、類型別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362896","00450291","10","業種、性別家内労働者1人当たりの1日の平均就業時間数・1人平均工賃月収額・1人1時間当たりの平均工賃額","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362897","00450291","10","業種、類型別家内労働者1人当たりの1日の平均就業時間数・1人平均工賃月収額・1人1時間当たりの平均工賃額","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362898","00450291","11","仕事量の変動状況別、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362899","00450291","12","業種、仕事の量の変動状況別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362900","00450291","14","1時間当たりの工賃額階級、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362901","00450291","14","1時間当たりの工賃額階級、類型別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362902","00450291","16","必要経費の有無、性別家内労働者の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362903","00450291","16","性別家内労働者の必要経費額","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362904","00450291","17","工賃の支払場所、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362905","00450291","18","工賃の支払い方法、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362906","00450291","19","原材料・加工品の受渡し場所、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362860","00450291","2","業種、性別家内労働者の平均年齢","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362861","00450291","2","類型別家内労働者の平均年齢","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
"0003362907","00450291","20","委託契約方法、性別家内労働者数の割合","家内労働等実態調査","家内労働者調査","-",0,"2019-11-22"
